Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
12-05-1993,1.8266442210978897,1.8266442210978897,1.7331543423873073,1.740346074104309,414000,0.0,0.0
13-05-1993,1.725962693638441,1.725962693638441,1.6540476911372586,1.6756222248077393,792600,0.0,0.0
14-05-1993,1.6828134208139554,1.6828134208139554,1.6540474891662598,1.6540474891662598,646200,0.0,0.0
17-05-1993,1.6684299414403694,1.6900044679641724,1.6684299414403694,1.6900044679641724,68400,0.0,0.0
18-05-1993,1.6900050277872205,1.6900050277872205,1.66843049411674,1.6756222248077393,69000,0.0,0.0
19-05-1993,1.6756225989416076,1.6828140020370483,1.6756225989416076,1.6828140020370483,72000,0.0,0.0
20-05-1993,1.6828140020370483,1.6900054051324893,1.6756225989416076,1.6828140020370483,118800,0.0,0.0
21-05-1993,1.6828140020370483,1.6828140020370483,1.6828140020370483,1.6828140020370483,13200,0.0,0.0
24-05-1993,1.668430685997009,1.668430685997009,1.668430685997009,1.6684306859970093,32400,0.0,0.0
25-05-1993,1.6612392663955688,1.6756224000808098,1.6612392663955688,1.6612392663955688,241800,0.0,0.0
26-05-1993,1.6756225989416076,1.6900054051324893,1.6756225989416076,1.6828140020370483,452400,0.0,0.0
27-05-1993,1.6971969604492188,1.7043883627947556,1.6900052289023841,1.6971969604492188,1450200,0.0,0.0
28-05-1993,1.6828130688566212,1.6900044679641724,1.67562166974907,1.6900044679641724,928800,0.0,0.0
01-06-1993,1.6971968764634688,1.7187714116337618,1.6971968764634688,1.71157968044281,736200,0.0,0.0
02-06-1993,1.7115789944879751,1.7187707227966755,1.6900044679641724,1.6900044679641724,1058400,0.0,0.0
03-06-1993,1.6900052620974595,1.6900052620974595,1.6396647862873186,1.6468561887741089,4777200,0.0,0.0
04-06-1993,1.639664224753876,1.639664224753876,1.6252810955047607,1.6252810955047607,1055400,0.0,0.0
07-06-1993,1.625281651195115,1.625281651195115,1.567749772930655,1.5821325778961182,4597200,0.0,0.0
08-06-1993,1.5893243095801535,1.6108988462296518,1.5821325778961182,1.5821325778961182,3877800,0.0,0.0
09-06-1993,1.5965154818371037,1.6180900153754427,1.5965154818371037,1.6108986139297485,3098400,0.0,0.0
10-06-1993,1.6108984473946175,1.6108984473946175,1.5965153167889046,1.60370671749115,2763000,0.0,0.0
11-06-1993,1.610898869363761,1.618090271949768,1.596515734990438,1.618090271949768,2770800,0.0,0.0
14-06-1993,1.6252816745357754,1.6252816745357754,1.610898869363761,1.618090271949768,1930200,0.0,0.0
15-06-1993,1.6180898480968628,1.6180898480968628,1.60370671749115,1.60370671749115,3057000,0.0,0.0
16-06-1993,1.6037068832827979,1.6108986139297485,1.6037068832827979,1.6108986139297485,2034000,0.0,0.0
