Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
06-08-2009,11.835760133820896,12.129860730722285,11.161480766590046,11.606218338012695,24197800,0.0,0.0
07-08-2009,11.584697514351033,12.022262388741753,11.49862003071226,11.785547256469727,2454300,0.0,0.0
10-08-2009,11.92901128931141,11.92901128931141,11.197346453868745,11.455581665039062,2421000,0.0,0.0
11-08-2009,11.462753488677881,11.477100192280703,11.118440811271931,11.240385055541992,2305400,0.0,0.0
12-08-2009,11.584695989439524,11.620562743048595,11.233210013131156,11.47709846496582,1451300,0.0,0.0
13-08-2009,11.47710109731904,11.993570154154652,11.47710109731904,11.871625900268555,1150600,0.0,0.0
14-08-2009,11.835760482288027,12.19441989084221,11.656430778010936,11.907492637634277,637800,0.0,0.0
17-08-2009,11.670778301448205,11.742510461826635,11.620566199636453,11.63491153717041,254400,0.0,0.0
18-08-2009,11.821415404816923,12.337885899861119,11.72816454775464,12.244633674621582,1446700,0.0,0.0
19-08-2009,12.079649971835074,12.868701008452636,12.050956560092498,12.832834243774414,2070800,0.0,0.0
20-08-2009,12.875874944713587,12.875874944713587,12.40244457493032,12.739583969116211,1882100,0.0,0.0
21-08-2009,12.761099838106224,12.890216049863502,12.61046220545755,12.782618522644043,863600,0.0,0.0
24-08-2009,12.567424400628077,12.804139525344361,12.409613405365961,12.553077697753906,1021600,0.0,0.0
25-08-2009,12.660673906239484,12.840003568843944,12.588941767562352,12.80413818359375,530800,0.0,0.0
26-08-2009,12.689367308981037,12.80413818359375,12.302014581030566,12.80413818359375,708600,0.0,0.0
27-08-2009,12.80414271508373,13.062376590265027,12.588946222892545,13.026511192321777,1161100,0.0,0.0
28-08-2009,12.983467536168623,13.629054032493498,12.911735399204368,13.24887466430664,1295000,0.0,0.0
31-08-2009,13.16280195172489,13.198667349080955,12.775449093028806,13.055204391479492,1004800,0.0,0.0
01-09-2009,13.091065370125536,13.227356296794415,12.151378321167659,12.80413818359375,1383500,0.0,0.0
02-09-2009,12.739578234505398,13.091064176994184,12.538728538150396,12.6821928024292,1293400,0.0,0.0
03-09-2009,12.890218563977829,12.890218563977829,12.194419808618068,12.517213821411133,3657700,0.0,0.0
04-09-2009,12.732410615855587,12.911740342839469,12.54590753561108,12.739583969116211,1158600,0.0,0.0
08-09-2009,12.739583396669376,12.861527660266,12.517214928291008,12.696544647216797,574900,0.0,0.0
09-09-2009,12.804141493792624,12.804141493792624,12.352229861019664,12.3809232711792,551200,0.0,0.0
10-09-2009,12.201595505328214,12.524388211965393,12.158556751412055,12.230287551879883,415200,0.0,0.0
11-09-2009,12.194420078415988,12.431135236975802,11.864454074195615,12.108341217041016,620300,0.0,0.0
14-09-2009,11.936185068739048,12.122688131460235,11.699469906088524,11.943358421325684,1614500,0.0,0.0
15-09-2009,12.373749926170731,12.445482083436127,11.92901164566696,12.323537826538086,1986900,0.0,0.0
16-09-2009,12.481343665048287,12.732405454691628,12.273321977522103,12.610461235046387,2021100,0.0,0.0
17-09-2009,12.667851429583658,12.840007798209252,11.857281689616011,11.936185836791992,1446400,0.0,0.0
18-09-2009,11.885976513087698,12.208770634854677,11.606222519674663,11.620569229125977,899900,0.0,0.0
21-09-2009,11.677951017231111,11.929011512593654,11.383849722994658,11.914666175842285,553000,0.0,0.0
22-09-2009,12.165728492250217,12.459830514598318,12.06530427907305,12.373751640319824,1114100,0.0,0.0
23-09-2009,12.639159064416223,12.761103326782985,12.409615877237425,12.481348037719727,530300,0.0,0.0
24-09-2009,12.431131384714831,12.804137388121074,12.015086648046843,12.545902252197266,778800,0.0,0.0
25-09-2009,12.538733929190565,12.538733929190565,12.266153351676515,12.28767204284668,468500,0.0,0.0
28-09-2009,12.423959927554467,12.804139339129621,12.215938211611855,12.660675048828125,233600,0.0,0.0
29-09-2009,12.588944253860387,12.796967360290656,12.158554073149652,12.21593952178955,356700,0.0,0.0
30-09-2009,12.194421569420564,12.431136756923403,12.165728156061551,12.244633674621582,512600,0.0,0.0
01-10-2009,12.194416952973622,12.258975740414092,11.627734567257662,11.699466705322266,660500,0.0,0.0
02-10-2009,11.620567739879005,11.735338664425885,11.405371230220599,11.541662216186523,629600,0.0,0.0
05-10-2009,11.548837346154896,11.85728476637904,11.477105165236656,11.828591346740723,188900,0.0,0.0
06-10-2009,12.007918803724197,12.33788622516662,11.7927236705667,11.814242362976074,469400,0.0,0.0
07-10-2009,11.88597225460844,11.91466566323086,11.419715309910357,11.570351600646973,291700,0.0,0.0
08-10-2009,11.556007981910598,11.606220086285083,11.434063029407994,11.484275817871094,557300,0.0,0.0
09-10-2009,11.462753844329452,11.79989454857132,11.434061120322049,11.6564302444458,870500,0.0,0.0
12-10-2009,11.634910369841652,11.799894732612334,11.505794135927284,11.720989227294922,1288800,0.0,0.0
13-10-2009,11.613390351866931,11.957703005901836,11.584696946608922,11.857278823852539,557300,0.0,0.0
14-10-2009,12.079648390306371,12.194419285895938,11.864453303120182,12.093995094299316,695500,0.0,0.0
15-10-2009,12.481349035484184,12.875875265586858,12.26615390501165,12.309192657470703,2092000,0.0,0.0
16-10-2009,12.359401707984658,12.359401707984658,11.62773625617042,11.785547256469727,1263800,0.0,0.0
19-10-2009,11.807068276899091,11.936185896053638,11.52014099443188,11.649258613586426,2142900,0.0,0.0
20-10-2009,11.72098788523073,12.000741745611982,11.670775794206081,11.857278823852539,489000,0.0,0.0
21-10-2009,11.742513824180877,12.129865412055286,11.556010701064475,11.828591346740723,233800,0.0,0.0
22-10-2009,11.713815296124885,11.713815296124885,11.19734559737782,11.677949905395508,983400,0.0,0.0
23-10-2009,11.57035543880705,11.771205261259526,11.419719098100805,11.512969970703125,1134100,0.0,0.0
26-10-2009,11.412541578274821,11.563179232179593,11.34081011136947,11.362329483032227,162400,0.0,0.0
27-10-2009,11.441237182477185,11.469929913281149,10.946287405086636,11.0825777053833,328800,0.0,0.0
