Date,Open,High,Low,Close,Volume,Trends,Sentiment
2008-01-02,6.621594732313057,6.665015331114604,6.404493808746338,6.404493808746338,51415000,0.0,positive
2008-01-03,6.408108315607659,6.444292014601857,6.198243689617293,6.274229526519775,48363800,0.0,positive
2008-01-04,6.364689492928994,6.397254758453103,6.07883898224998,6.093312740325928,46003400,0.0,positive
2008-01-07,6.183774635606289,6.263378272916164,6.089697233250745,6.151209354400635,40541400,0.0,positive
2008-01-08,6.165681542177483,6.266995110991311,6.010092058474045,6.013710498809815,49078800,0.0,positive
2008-01-09,6.0752231819339855,6.172918319702148,5.9702904726591175,6.172918319702148,54377600,0.0,positive
2008-01-10,6.154825945867996,6.277850151193629,6.020946420020609,6.23081111907959,47580600,0.0,positive
2008-01-11,6.143970292298862,6.252521421191466,6.107786582667994,6.19462776184082,45222200,0.0,positive
2008-01-14,6.234429270777236,6.447912400131955,6.201864000865712,6.393637180328369,48508200,0.0,positive
2008-01-15,6.3140335706262345,6.469622350024016,6.310415130619747,6.393637180328369,64232200,0.0,positive
2008-01-16,6.505806687411606,6.744618229697679,6.393637796979524,6.578174114227295,70256800,0.0,positive
2008-01-17,6.531135213181081,6.5998842010458025,6.295942106445599,6.299560546875,59395600,0.0,positive
2008-01-18,6.27423055542874,6.433438443023669,6.100549599950691,6.16206169128418,83826800,0.0,positive
2008-01-22,5.912395860419328,6.162062706389539,5.908777420315773,6.024564743041992,70462200,0.0,positive
2008-01-23,5.865356640458866,6.277849827079611,5.829173620881539,6.245284557342529,72496200,0.0,positive
2008-01-24,6.212718986628829,6.361071568178843,6.165680649368972,6.310414791107178,62865600,0.0,positive
2008-01-25,6.303178542264161,6.357453764579141,6.212719608356895,6.23081111907959,42968000,0.0,positive
2008-01-28,6.241666691375582,6.408110805208407,6.18015458623151,6.400874614715576,38214400,0.0,positive
2008-01-29,6.433440579872815,6.5275179678743225,6.353836264561617,6.498570442199707,33453400,0.0,positive
2008-01-30,6.480478559087004,6.531135345833603,6.353835902073549,6.386401176452637,43875600,0.0,positive
2008-01-31,6.295939619792002,6.585408528492481,6.288702741791489,6.570934772491455,48568800,0.0,positive
2008-02-01,6.614357695061007,6.722908142961892,6.531134948846951,6.712052822113037,36768000,0.0,positive
2008-02-04,6.748234142623995,6.748234142623995,6.563697894490941,6.570934772491455,25660000,0.0,positive
2008-02-05,6.339361619454818,6.484095761193023,6.30317791148356,6.310414791107178,48069400,0.0,positive
2008-02-06,6.429821560457945,6.556464213298134,6.24166680138949,6.339362621307373,43074000,0.0,positive
2008-02-07,6.364691701781578,6.371928583331096,6.198246876877724,6.288705825805664,43651200,0.0,positive
2008-02-08,6.295942542229308,6.310416304948735,6.082459373146707,6.172918319702148,53423000,0.0,positive
2008-02-11,6.122259546848755,6.230809971485844,6.053510576500322,6.16206169128418,28272800,0.0,positive
2008-02-12,6.147587928095566,6.321268883427871,6.147587928095566,6.234428405761719,34995600,0.0,positive
2008-02-13,6.346599325612623,6.473241284784699,6.259758139113319,6.444294452667236,69289800,0.0,positive
2008-02-14,6.90382443148383,6.987046468447698,6.697578213726959,6.9617180824279785,123496000,0.0,positive
2008-02-15,6.947247851132916,7.316319854046977,6.874880412833745,7.305465221405029,79976200,0.0,positive
2008-02-19,7.363355583221024,7.489998198194699,7.341645637557367,7.40677547454834,56267600,0.0,positive
2008-02-20,7.280135721633845,7.370594660723919,7.218623615446717,7.290990352630615,59320000,0.0,positive
2008-02-21,7.254807302502252,7.327174736451934,7.073889407775043,7.088363170623779,41791200,0.0,positive
2008-02-22,7.18967678254377,7.290990352630614,7.044941927882102,7.290990352630615,34889000,0.0,positive
2008-02-25,7.287371053073165,7.356120031917304,7.171583735112627,7.348883152008057,38072000,0.0,positive
2008-02-26,7.298224449157715,7.377828036735721,7.254803871294556,7.298224449157715,38168400,0.0,positive
2008-02-27,7.298228103570323,7.356121776278953,7.258425944778008,7.330793380737305,41747400,0.0,positive
2008-02-28,7.287371344776169,7.356120326372231,7.265661394326263,7.280135154724121,34386000,0.0,positive
2008-02-29,7.207767326788623,7.265660984823324,7.02323103299795,7.07027006149292,58974200,0.0,positive
2008-03-03,7.08112349411258,7.2439498111544705,7.070268866407605,7.23671293258667,39748000,0.0,positive
