Symbol,Date,Open,High,Low,Close,Volume,Trends,Sentiment
BKNG,2008-01-02,116.45199439751914,118.6962512488632,112.9110527658748,114.9458465576172,1619800,0.0,neutral
BKNG,2008-01-03,115.41465031904234,115.7039110097572,110.347615148441,111.11565399169922,1213500,0.0,neutral
BKNG,2008-01-04,109.9885302889712,110.16807113979698,106.21818003155047,107.2655029296875,1386000,0.0,neutral
BKNG,2008-01-07,108.48239345778538,108.72177872971524,99.24602737253822,104.91152954101562,1852500,0.0,neutral
BKNG,2008-01-08,104.73198693067096,109.22050065627116,101.62992461374031,102.01892852783205,1563800,0.0,neutral
BKNG,2008-01-09,101.60997674696183,103.23581338730658,97.17133092909164,102.58747100830078,1205300,0.0,neutral
BKNG,2008-01-10,101.73964657449238,103.58492295606524,97.77977872062336,102.51765441894533,1853800,0.0,neutral
BKNG,2008-01-11,101.30076708884997,104.43275167408385,93.91966157302728,95.99434661865234,1516300,0.0,neutral
BKNG,2008-01-14,96.05419801568702,102.1785251029095,96.05419801568702,100.26342010498048,1113900,0.0,neutral
BKNG,2008-01-15,98.66750113658408,104.98134539882793,98.25855163423172,103.01637268066406,1881900,0.0,neutral
BKNG,2008-01-16,101.48030800814628,103.066253513574,93.9196616307557,95.18641662597656,2902800,0.0,neutral
BKNG,2008-01-17,96.12401334644449,97.05163977789736,86.61833277040814,89.13190460205078,3753200,0.0,neutral
BKNG,2008-01-18,91.99458255707576,96.33347748481408,90.5383025691748,92.74266815185548,3812400,0.0,neutral
BKNG,2008-01-22,88.11450532963718,98.3084196307666,86.4587464963182,96.2935791015625,2175600,0.0,neutral
BKNG,2008-01-23,92.36363316217142,100.41303385022746,91.17667586095446,100.01405334472656,2652500,0.0,positive
BKNG,2008-01-24,100.46291104247376,111.7739617722995,99.0265842412564,108.30284881591795,2868000,0.0,positive
BKNG,2008-01-25,111.45477678530558,111.45477678530558,101.520201020456,104.31305694580078,1740400,0.0,positive
BKNG,2008-01-28,104.91152788620732,107.12586254391266,102.10870285889006,106.08851623535156,1116500,0.0,negative
BKNG,2008-01-29,106.08851864244714,107.33532804017248,102.81689200040316,105.26063537597656,1098700,0.0,negative
BKNG,2008-01-30,105.49004831249954,108.94121570290928,103.54502114769748,106.2580795288086,845500,0.0,negative
BKNG,2008-01-31,103.80435801337649,110.16807013944748,102.40793003184709,108.24299621582033,928300,0.0,negative
BKNG,2008-02-01,109.63942863755766,109.98853374459809,101.94910923709304,107.62458801269533,1832800,0.0,negative
BKNG,2008-02-04,107.66448119151964,108.0435084864806,104.91152407308668,105.41024780273438,746600,0.0,negative
BKNG,2008-02-05,104.70206270283818,104.70206270283818,97.71993037553746,98.02913665771484,1891500,0.0,negative
BKNG,2008-02-06,95.63526074993526,98.14883263762285,92.51325290625503,93.12169647216795,2261500,0.0,negative
BKNG,2008-02-07,92.26389501536404,102.23837015216014,92.26389501536404,100.87186431884766,2742400,0.0,negative
BKNG,2008-02-08,100.42301455155456,102.13862546823913,97.76980055018883,101.53018188476562,1156800,0.0,negative
BKNG,2008-02-11,101.3606169399522,102.68721632160168,99.58515401074952,102.53760528564452,846600,0.0,negative
BKNG,2008-02-12,103.31561243275036,104.61228959867957,99.84449183288736,102.73709106445312,1189400,0.0,negative
BKNG,2008-02-13,104.58236543590462,105.76933035729644,102.45780506989362,104.69208526611328,1619800,0.0,negative
BKNG,2008-02-14,105.96882186111864,105.96882186111864,99.84449472791074,101.96906280517578,2685600,0.0,negative
BKNG,2008-02-15,110.67677204881694,124.21213411909966,110.2478693257678,123.5438461303711,9172700,0.0,negative
