Date,Open,High,Low,Close,Volume,Trends,Sentiment
2008-01-02,40.40974908648101,40.40974908648101,39.227407103019,39.34564208984375,4365569,64.0,positive
2008-01-03,39.398183215585895,39.72004009152655,39.135441192280034,39.54269027709961,3571018,61.0,negative
2008-01-04,39.12887078570286,39.52298116841216,38.17642838092991,38.281524658203125,6237770,52.0,negative
2008-01-07,38.439182381735286,38.63623894870453,37.35537126340441,38.15016555786133,5873483,63.0,positive
2008-01-08,38.30122849668862,38.41946344244505,37.44074901271749,37.4998664855957,5551887,53.0,positive
2008-01-09,37.506434272855415,37.87427252762079,36.934968876321605,37.83486175537109,6059141,61.0,positive
2008-01-10,37.48016461661083,38.46544719738621,37.11889433699319,37.979373931884766,7400383,49.0,positive
2008-01-11,38.09760167829244,38.406322443834725,36.93496687619032,37.30937576293945,4714856,56.0,positive
2008-01-14,37.38163374749244,38.17642778148404,37.38163374749244,37.95966720581055,3496126,59.0,positive
2008-01-15,37.49328745312831,37.81514684173861,36.9415288766907,37.13858795166016,4608916,65.0,positive
2008-01-16,36.96124268475108,38.373480824576106,36.96124268475108,37.78887939453125,5757264,57.0,positive
2008-01-17,37.82829440003732,38.18956463719048,36.35693872670679,36.50144577026367,6591358,54.0,positive
2008-01-18,36.82330981305188,37.40791134060445,36.06135847105879,36.324100494384766,7113087,69.0,positive
2008-01-22,34.49805358014281,35.76578530554169,34.189330025556416,35.437355041503906,9336149,65.0,positive
2008-01-23,34.67540383294883,37.145181783713625,34.471779222184225,37.11233901977539,9280976,62.0,negative
2008-01-24,36.7576260120736,37.30938481230151,36.32410217913074,36.9152717590332,6517410,56.0,negative
2008-01-25,38.39320041006328,39.2077013455396,37.985951256455984,38.2618293762207,9020846,63.0,negative
2008-01-28,38.23555670078309,38.86613717149886,38.23555670078309,38.70192337036133,6224239,61.0,positive
2008-01-29,38.86612982904414,38.9055432364808,37.99908217414232,38.386627197265625,6041414,69.0,positive
2008-01-30,38.26183050532136,38.925253720151545,38.0779100012096,38.20271301269531,5359727,64.0,positive
2008-01-31,38.14359795549905,39.02378449006983,37.440763910130194,38.80045318603516,6404442,72.0,positive
2008-02-01,38.76760860194295,39.73975534873805,38.76104057559876,39.54926681518555,7352133,58.0,positive
2008-02-04,39.40476771111907,39.91054526608578,39.35878626086422,39.72662734985352,4845445,57.0,positive
2008-02-05,39.1157420790243,39.687207667555256,38.5836899042458,38.78074645996094,6156375,60.0,positive
