Date,Open,High,Low,Close,Volume,Trends,Sentiment
2008-01-02,16.90917649037106,17.166714277136084,16.574377788616935,16.681072235107422,13117800,77.0,neutral
2008-01-03,16.7436179072104,17.291805551804224,16.68107375228348,17.25133514404297,11630000,0.0,neutral
2008-01-04,17.269741852267202,17.420585306281435,16.8687188057217,16.887115478515625,15413200,0.0,neutral
2008-01-07,17.163043464139466,17.586140142704892,17.03427381142669,17.553028106689453,18028600,0.0,neutral
2008-01-08,17.689159285769872,17.825285945345975,17.229270594731375,17.23662757873535,19202200,0.0,neutral
2008-01-09,17.29180935731868,17.865750768895353,17.221906803463273,17.84367561340332,17632800,0.0,neutral
2008-01-10,17.7553750795145,17.998196158063845,17.479441971914408,17.740659713745117,19160000,0.0,neutral
2008-01-11,17.77745253195498,18.027632027470837,17.71122846529087,17.909900665283203,17491800,0.0,neutral
2008-01-14,17.799528717850986,18.046028333100256,17.42793794414236,17.71858787536621,16052600,0.0,neutral
2008-01-15,17.361716768090986,17.611896319780893,17.26238064579039,17.37275505065918,16480000,0.0,neutral
2008-01-16,17.43161680728866,17.924617412080533,17.424258421728357,17.519914627075195,21975400,58.0,neutral
2008-01-17,17.74434333534324,17.83632106447324,17.1225743916732,17.376432418823242,21521800,0.0,neutral
2008-01-18,17.20351001454867,17.711227359450188,16.60381636443257,16.98644256591797,27386400,64.0,neutral
2008-01-22,15.669324043693209,16.55598918619279,15.610458360503266,16.335243225097656,29237000,0.0,neutral
2008-01-23,15.99308899128704,16.555992279686343,15.511125155229609,16.4860897064209,35946800,0.0,neutral
2008-01-24,16.894466673278284,17.36539354671549,16.6847575872161,16.776735305786133,27393400,0.0,neutral
2008-01-25,16.923898471835983,17.071063367761074,15.75394189998376,15.845919609069824,35228400,77.0,neutral
2008-01-28,15.709796454321742,16.02987855950169,15.625177111732503,15.82016944885254,23082000,0.0,neutral
2008-01-29,15.956291329118407,16.011478511633566,15.695074992612476,15.875351905822754,27035400,63.0,neutral
2008-01-30,15.834887567445548,16.62589526499753,15.772341976368391,16.188081741333008,31165400,65.0,neutral
2008-01-31,16.51184184983999,16.88711114227598,16.353640048024758,16.80984878540039,27618600,0.0,neutral
2008-02-01,16.90918636938363,17.196157855310084,16.559670697677994,16.898149490356445,18107400,0.0,neutral
2008-02-04,16.890789245419782,17.107856731049264,16.835602049416018,17.030595779418945,11456000,0.0,neutral
2008-02-05,16.703155727730376,16.95333525659627,16.364676963718807,16.397789001464844,22260600,0.0,neutral
2008-02-06,16.47873130681051,16.90918643209331,16.4125072254641,16.508163452148438,18992200,70.0,neutral
2008-02-07,16.445611404120687,16.62588689223844,16.12552943294454,16.346275329589844,19635200,0.0,neutral
2008-02-08,16.239588763862283,16.430902622219122,16.07402855918147,16.383073806762695,14100400,0.0,neutral
2008-02-11,16.22486759206471,16.48608535686291,16.158643528140487,16.408823013305664,17082400,0.0,neutral
2008-02-12,16.383069307735074,16.78777207509192,16.383069307735074,16.589099884033203,15674000,0.0,neutral
2008-02-13,16.776731951121647,16.923896832794142,16.53023238830879,16.721546173095703,15214400,57.0,neutral
2008-02-14,16.725229679428136,16.725229679428136,16.434579722867394,16.46033477783203,12599400,65.0,neutral
2008-02-15,16.360999581356143,16.47505107195994,16.19543938140196,16.41618537902832,17852400,51.0,neutral
2008-02-19,16.647967012494274,16.883429746790046,16.5559892941932,16.62221336364746,13921000,0.0,neutral
