Date,Open,High,Low,Close,Volume,Trends,Sentiment
2008-07-01,31.75026583497589,32.85702782190652,31.698385129934437,32.74462127685547,4153900,0.0,neutral
2008-07-02,32.485227161562115,32.83109196163391,31.378465078790278,31.52545547485352,3291800,0.0,neutral
2008-07-03,31.836726734364948,31.923191267793342,30.133348378859232,30.565677642822266,2276900,0.0,neutral
2008-07-07,30.695391797004863,31.33524085196203,29.631861716467377,30.47922706604004,3808600,0.0,neutral
2008-07-08,30.340871449263343,30.68673622052086,29.614558068351283,30.32357788085937,4267500,0.0,neutral
2008-07-09,30.098769369688,31.08447972179792,29.00929760273732,29.18222999572754,3777000,0.0,neutral
2008-07-10,29.18222284849071,29.68372633549428,28.47320317945205,29.46756172180176,3458800,0.0,neutral
2008-07-11,28.59426514515653,28.64614585857624,27.262691502292785,28.10140991210937,4215800,0.0,neutral
2008-07-14,28.23110709994029,28.57696859140605,27.340508069656828,27.70366477966309,2560300,0.0,neutral
2008-07-15,27.669077741822523,28.30027818199852,27.08975636063489,27.824716567993164,4896200,0.0,neutral
2008-07-16,27.72096164473552,29.26869835249614,27.418329093010605,28.91418838500977,3357500,0.0,neutral
2008-07-17,29.05253054444317,29.320575924662258,28.308926844784867,29.15629196166992,2228100,0.0,neutral
2008-07-18,28.76719093322754,29.17358151539724,28.075464738989183,28.76719093322754,2043900,0.0,neutral
2008-07-21,29.104407863048767,30.323576336962876,29.05252716047832,29.78748893737793,3539100,0.0,neutral
2008-07-22,28.98336092730497,29.10441262134943,27.66907926634427,28.01494407653809,3946600,0.0,neutral
2008-07-23,28.17057356251017,29.182222354219565,27.85929599631954,28.54237365722656,3070200,0.0,neutral
2008-07-24,28.73261319756376,28.775845480393254,27.063821352733548,27.19352149963379,2787900,0.0,neutral
2008-07-25,27.19351349944044,27.27133290500416,26.60554539038361,27.072460174560547,2577200,0.0,neutral
2008-07-28,26.752539401565947,27.487499592390247,26.199156737718848,26.57960700988769,2569100,0.0,neutral
2008-07-29,26.83900220797132,27.47020255423477,26.242387346152483,27.314563751220703,4576200,0.0,neutral
2008-07-30,28.10140823388578,30.237116315152697,27.95441783559208,29.49350929260254,7794700,0.0,neutral
2008-07-31,29.009290242131428,29.709664771748937,28.352151273599485,28.438615798950195,5398200,0.0,neutral
2008-08-01,28.40402891726182,28.55966770297916,27.625838287085337,28.187864303588867,4104400,0.0,neutral
2008-08-04,28.741248301802557,29.035232306457697,28.31756421040741,28.499141693115234,2444600,0.0,neutral
2008-08-05,28.663423309194293,29.424320220947266,28.663423309194293,29.424320220947266,2428000,0.0,neutral
2008-08-06,29.709682671229128,31.17960357666016,29.45893077886485,31.17960357666016,4494000,0.0,neutral
2008-08-07,30.747263110383027,31.74161858947473,30.410043462609995,30.92884063720703,4020100,0.0,neutral
2008-08-08,30.712670251677896,32.441987248066894,30.617557289130836,32.06153869628906,4178300,0.0,neutral
2008-08-11,32.08747547441738,34.55175072735226,31.94913025492648,34.25776672363281,5496600,0.0,neutral
2008-08-12,33.851373766446386,34.79385144544076,33.851373766446386,34.197235107421875,3904200,0.0,neutral
2008-08-13,34.75927576006344,34.94949840575319,32.85702621429077,33.25476837158203,5613100,0.0,neutral
2008-08-14,33.8167972481176,33.8167972481176,32.81379343744008,33.2634162902832,2959200,0.0,neutral
2008-08-15,33.427703754073434,33.56604900811117,32.9089098760347,33.3066520690918,2402200,0.0,neutral
2008-08-18,33.34123370504779,33.68709513386062,32.08747819187635,32.50251388549805,2587300,0.0,neutral
2008-08-19,32.30364866572806,32.4679326267534,31.750267640788916,32.2777099609375,2316100,0.0,neutral
2008-08-20,32.39876195410044,33.15965922137883,32.0615455949912,32.433345794677734,1926900,0.0,neutral
2008-08-21,32.15665466750588,32.44199361111232,31.67244792452921,32.11342239379883,1642400,0.0,neutral
2008-08-22,32.73597595432203,33.31529564778333,32.5198112988375,33.116424560546875,1783600,0.0,neutral
2008-08-25,32.770560005330125,33.09048274177008,32.64950503899149,32.94348907470703,2807300,0.0,neutral
2008-08-26,32.969435188833046,33.029961030351444,32.15665394830999,32.286354064941406,3088300,0.0,neutral
2008-08-27,32.51981672326551,32.97808481384206,32.15665832630166,32.60628128051758,2039500,0.0,neutral
2008-08-28,32.718683504960005,33.04725471608773,32.29499931442076,33.02131271362305,2067300,0.0,neutral
2008-08-29,32.70139044655018,32.73597758476896,31.438989587264075,31.78485107421875,2370000,0.0,neutral
2008-09-02,32.50252473429484,32.82244756979446,31.04125253576968,31.11907196044922,2935200,0.0,neutral
2008-09-03,31.032594119612533,31.093119952850728,28.940122059868067,29.08711242675781,4753100,0.0,neutral
2008-09-04,28.50779458931161,29.05252712274544,27.52208268142324,27.71230697631836,6126400,0.0,neutral
2008-09-05,27.392386822357743,28.360803605415757,27.254041567635173,27.95441627502441,4824000,0.0,neutral
2008-09-08,28.715310366419,29.00064927823645,27.020580357984763,27.63448715209961,4067300,0.0,neutral
2008-09-09,27.88523909409027,28.08411017089,26.596898012919112,26.70930290222168,4084700,0.0,neutral
2008-09-10,27.02058343150192,27.97170664892636,26.92547045007726,27.86794853210449,6719900,0.0,neutral
2008-09-11,27.45290626465142,28.15328080875212,26.72659302209116,27.85929679870605,5483500,0.0,neutral
2008-09-12,27.816066944138083,28.092760744257767,27.176221395840766,27.651782989501957,3380100,0.0,neutral
2008-09-15,26.890886767991827,27.86795040488508,26.640134945277826,26.925472259521484,3646500,0.0,neutral
2008-09-16,26.3634434473988,27.57396529215345,26.25103854255108,27.20216178894043,4273100,0.0,neutral
2008-09-17,26.804416544912133,27.56531538569797,25.99163700080503,26.02622413635254,3962200,0.0,neutral
2008-09-18,26.873588871292192,28.42997532050231,25.93975766144827,28.04087829589844,4671300,0.0,neutral
2008-09-19,28.86231096924831,29.50215661865714,28.33486858626362,28.91418838500977,4297800,0.0,neutral
2008-09-22,28.542376803662897,28.853654404167955,27.176218032836918,27.176218032836918,1948800,0.0,neutral
2008-09-23,26.74388551341616,27.74688916064142,26.389375688924737,26.778470993041992,2994300,0.0,neutral
2008-09-24,26.640128117253937,28.075462754976883,26.63148133428633,26.96005249023437,3123300,0.0,neutral
2008-09-25,27.11569661824479,27.867948743118703,27.0465239901046,27.49614524841309,2612200,0.0,neutral
2008-09-26,26.78712290491375,27.816065446596923,26.372087174695057,27.72960090637207,1899600,0.0,neutral
2008-09-29,27.029230171869667,27.30592068188254,25.93111326720124,26.372089385986328,3124600,0.0,neutral
2008-09-30,26.81306220175701,27.65178041306524,26.000282691813727,27.22809791564941,3699000,0.0,neutral
2008-10-01,26.839002714955388,27.444262722414656,26.268326543388724,26.406673431396484,3228800,0.0,neutral
2008-10-02,26.03487652698665,26.06946202077693,24.616834999058625,24.63412857055664,4535000,0.0,neutral
2008-10-03,24.884879572624957,25.222095959464788,22.576240629877987,22.69729232788086,7459600,0.0,neutral
2008-10-06,22.34277682859525,22.489768846515165,20.73451141478975,22.26495742797852,6508700,0.0,neutral
2008-10-07,22.51571978740242,22.749176449860716,19.44617953386068,19.55858612060547,6133200,0.0,neutral
2008-10-08,18.927378921573023,20.769102925395384,18.633394823772324,19.93902969360352,5443800,0.0,neutral
2008-10-09,20.19843150508354,20.63076093524916,18.754451142362143,19.16948699951172,4814300,0.0,neutral
