date,HON,isPartial
2011-06-21,74,False
2011-06-22,72,False
2011-06-23,65,False
2011-06-24,70,False
2011-06-25,71,False
2011-06-26,69,False
2011-06-27,58,False
2011-06-28,60,False
2011-06-29,59,False
2011-06-30,60,False
2011-07-01,46,False
2011-07-02,55,False
2011-07-03,54,False
2011-07-04,45,False
2011-07-05,42,False
2011-07-06,45,False
2011-07-07,48,False
2011-07-08,50,False
2011-07-09,56,False
2011-07-10,55,False
2011-07-11,46,False
2011-07-12,46,False
2011-07-13,50,False
2011-07-14,52,False
2011-07-15,55,False
2011-07-16,59,False
2011-07-17,63,False
2011-07-18,50,False
2011-07-19,59,False
2011-07-20,52,False
2011-07-21,51,False
2011-07-22,55,False
2011-07-23,59,False
2011-07-24,56,False
2011-07-25,47,False
2011-07-26,53,False
2011-07-27,53,False
2011-07-28,52,False
2011-07-29,86,False
2011-07-30,100,False
2011-07-31,88,False
2011-08-01,74,False
2011-08-02,76,False
2011-08-03,65,False
2011-08-04,63,False
2011-08-05,67,False
2011-08-06,70,False
2011-08-07,67,False
2011-08-08,58,False
2011-08-09,59,False
2011-08-10,60,False
2011-08-11,61,False
2011-08-12,67,False
2011-08-13,73,False
2011-08-14,71,False
2011-08-15,63,False
2011-08-16,57,False
2011-08-17,65,False
2011-08-18,63,False
2011-08-19,64,False
2011-08-20,74,False
2011-08-21,65,False
2011-08-22,54,False
2011-08-23,58,False
2011-08-24,54,False
2011-08-25,55,False
2011-08-26,62,False
2011-08-27,64,False
2011-08-28,63,False
2011-08-29,52,False
2011-08-30,52,False
2011-08-31,50,False
2011-09-01,49,False
2011-09-02,52,False
2011-09-03,60,False
2011-09-04,60,False
2011-09-05,51,False
2011-09-06,46,False
2011-09-07,49,False
2011-09-08,53,False
2011-09-09,74,False
2011-09-10,72,False
2011-09-11,68,False
2011-09-12,51,False
2011-09-13,52,False
2011-09-14,51,False
2011-09-15,54,False
2011-09-16,55,False
2011-09-17,60,False
2011-09-18,56,False
2011-09-19,50,False
2011-09-20,47,False
2011-09-21,50,False
2011-09-22,52,False
2011-09-23,52,False
2011-09-24,59,False
2011-09-25,60,False
2011-09-26,48,False
2011-09-27,49,False
2011-09-28,48,False
2011-09-29,53,False
2011-09-30,61,False
2011-10-01,63,False
2011-10-02,63,False
2011-10-03,51,False
2011-10-04,48,False
2011-10-05,53,False
2011-10-06,49,False
2011-10-07,58,False
2011-10-08,61,False
2011-10-09,60,False
2011-10-10,47,False
2011-10-11,48,False
2011-10-12,53,False
2011-10-13,51,False
2011-10-14,55,False
2011-10-15,57,False
2011-10-16,55,False
2011-10-17,47,False
2011-10-18,48,False
2011-10-19,46,False
2011-10-20,48,False
2011-10-21,57,False
2011-10-22,61,False
2011-10-23,55,False
2011-10-24,46,False
2011-10-25,48,False
2011-10-26,52,False
2011-10-27,56,False
2011-10-28,60,False
2011-10-29,67,False
2011-10-30,57,False
2011-10-31,52,False
2011-11-01,51,False
2011-11-02,56,False
2011-11-03,52,False
2011-11-04,55,False
2011-11-05,66,False
2011-11-06,58,False
2011-11-07,54,False
2011-11-08,53,False
2011-11-09,54,False
2011-11-10,54,False
2011-11-11,56,False
2011-11-12,66,False
2011-11-13,61,False
2011-11-14,51,False
2011-11-15,53,False
2011-11-16,54,False
2011-11-17,54,False
2011-11-18,61,False
2011-11-19,65,False
2011-11-20,60,False
2011-11-21,53,False
2011-11-22,58,False
2011-11-23,60,False
2011-11-24,66,False
2011-11-25,65,False
2011-11-26,73,False
2011-11-27,69,False
2011-11-28,56,False
2011-11-29,55,False
2011-11-30,60,False
2011-12-01,60,False
2011-12-02,64,False
2011-12-03,72,False
2011-12-04,70,False
2011-12-05,59,False
2011-12-06,60,False
2011-12-07,72,False
2011-12-08,73,False
2011-12-09,65,False
2011-12-10,74,False
2011-12-11,66,False
2011-12-12,56,False
2011-12-13,54,False
2011-12-14,55,False
2011-12-15,58,False
2011-12-16,57,False
2011-12-17,64,False
2011-12-18,59,False
2011-12-19,54,False
2011-12-20,58,False
2011-12-21,51,False
2011-12-22,55,False
2011-12-23,60,False
2011-12-24,63,False
2011-12-25,66,False
2011-12-26,56,False
2011-12-27,54,False
2011-12-28,50,False
2011-12-29,55,False
2011-12-30,54,False
2011-12-31,60,False
2012-01-01,65,False
2012-01-02,56,False
2012-01-03,51,False
2012-01-04,51,False
2012-01-05,48,False
2012-01-06,59,False
2012-01-07,62,False
2012-01-08,55,False
2012-01-09,52,False
2012-01-10,49,False
2012-01-11,50,False
2012-01-12,53,False
2012-01-13,57,False
2012-01-14,60,False
2012-01-15,57,False
2012-01-16,48,False
2012-01-17,46,False
2012-01-18,46,False
2012-01-19,48,False
2012-01-20,47,False
2012-01-21,50,False
2012-01-22,46,False
2012-01-23,44,False
2012-01-24,42,False
2012-01-25,46,False
2012-01-26,49,False
2012-01-27,49,False
2012-01-28,59,False
2012-01-29,56,False
2012-01-30,47,False
2012-01-31,61,False
2012-02-01,62,False
2012-02-02,67,False
2012-02-03,73,False
2012-02-04,81,False
2012-02-05,83,False
2012-02-06,62,False
2012-02-07,68,False
2012-02-08,71,False
2012-02-09,66,False
2012-02-10,77,False
2012-02-11,81,False
2012-02-12,76,False
2012-02-13,65,False
2012-02-14,63,False
2012-02-15,65,False
2012-02-16,75,False
2012-02-17,74,False
2012-02-18,85,False
2012-02-19,84,False
2012-02-20,69,False
2012-02-21,69,False
2012-02-22,69,False
2012-02-23,71,False
2012-02-24,77,False
2012-02-25,100,False
2012-02-26,78,False
2012-02-27,65,False
2012-02-28,56,False
2012-02-29,56,False
2012-03-01,57,False
2012-03-02,65,False
2012-03-03,71,False
2012-03-04,70,False
2012-03-05,54,False
2012-03-06,54,False
2012-03-07,55,False
2012-03-08,57,False
2012-03-09,66,False
2012-03-10,67,False
2012-03-11,60,False
2012-03-12,53,False
2012-03-13,57,False
2012-03-14,56,False
2012-03-15,55,False
2012-03-16,59,False
2012-03-17,66,False
2012-03-18,67,False
2012-03-19,53,False
2012-03-20,56,False
2012-03-21,56,False
2012-03-22,56,False
2012-03-23,63,False
2012-03-24,64,False
2012-03-25,65,False
2012-03-26,57,False
2012-03-27,54,False
2012-03-28,55,False
2012-03-29,56,False
2012-03-30,58,False
2012-03-31,61,False
2012-04-01,61,False
2012-04-02,55,False
2012-04-03,53,False
2012-04-04,56,False
2012-04-05,57,False
2012-04-06,63,False
2012-04-07,68,False
2012-04-08,67,False
2012-04-09,58,False
2012-04-10,56,False
2012-04-11,53,False
2012-04-12,64,False
2012-04-13,57,False
2012-04-14,62,False
2012-04-15,63,False
2012-04-16,53,False
2012-04-17,55,False
2012-04-18,55,False
2012-04-19,51,False
2012-04-20,59,False
2012-04-21,64,False
2012-04-22,59,False
2012-04-23,52,False
2012-04-24,53,False
2012-04-25,54,False
2012-04-26,54,False
2012-04-27,57,False
2012-04-28,61,False
2012-04-29,58,False
2012-04-30,52,False
2012-05-01,58,False
2012-05-02,54,False
2012-05-03,54,False
2012-05-04,57,False
2012-05-05,65,False
2012-05-06,62,False
2012-05-07,52,False
2012-05-08,53,False
2012-05-09,55,False
2012-05-10,55,False
2012-05-11,62,False
2012-05-12,73,False
2012-05-13,66,False
2012-05-14,52,False
2012-05-15,53,False
2012-05-16,57,False
2012-05-17,55,False
2012-05-18,58,False
2012-05-19,65,False
2012-05-20,62,False
2012-05-21,51,False
2012-05-22,50,False
2012-05-23,54,False
2012-05-24,55,False
2012-05-25,59,False
2012-05-26,67,False
2012-05-27,64,False
2012-05-28,53,False
2012-05-29,52,False
2012-05-30,54,False
2012-05-31,55,False
2012-06-01,58,False
2012-06-02,66,False
2012-06-03,63,False
2012-06-04,53,False
2012-06-05,52,False
2012-06-06,52,False
2012-06-07,54,False
2012-06-08,57,False
2012-06-09,64,False
2012-06-10,64,False
2012-06-11,51,False
2012-06-12,53,False
2012-06-13,57,False
2012-06-14,53,False
2012-06-15,57,False
2012-06-16,68,False
2012-06-17,70,False
2012-06-18,52,False
2012-06-19,52,False
2012-06-20,55,False
2012-06-21,50,False
2012-06-22,55,False
2012-06-23,65,False
2012-06-24,59,False
2012-06-25,52,False
2012-06-26,50,False
2012-06-27,50,False
2012-06-28,53,False
2012-06-29,56,False
2012-06-30,66,False
2012-07-01,83,False
2012-07-02,72,False
2012-07-03,69,False
2012-07-04,68,False
2012-07-05,72,False
2012-07-06,74,False
2012-07-07,90,False
2012-07-08,84,False
2012-07-09,71,False
2012-07-10,64,False
2012-07-11,72,False
2012-07-12,74,False
2012-07-13,76,False
2012-07-14,84,False
2012-07-15,85,False
2012-07-16,70,False
2012-07-17,74,False
2012-07-18,74,False
2012-07-19,76,False
2012-07-20,85,False
2012-07-21,94,False
2012-07-22,92,False
2012-07-23,76,False
2012-07-24,74,False
2012-07-25,72,False
2012-07-26,77,False
2012-07-27,76,False
2012-07-28,87,False
2012-07-29,87,False
2012-07-30,73,False
2012-07-31,71,False
2012-08-01,74,False
2012-08-02,77,False
2012-08-03,79,False
2012-08-04,89,False
2012-08-05,83,False
2012-08-06,71,False
2012-08-07,71,False
2012-08-08,73,False
2012-08-09,72,False
2012-08-10,78,False
2012-08-11,88,False
2012-08-12,86,False
2012-08-13,73,False
2012-08-14,72,False
2012-08-15,74,False
2012-08-16,71,False
2012-08-17,79,False
2012-08-18,90,False
2012-08-19,87,False
2012-08-20,71,False
2012-08-21,71,False
2012-08-22,69,False
2012-08-23,70,False
2012-08-24,75,False
2012-08-25,84,False
2012-08-26,78,False
2012-08-27,66,False
2012-08-28,66,False
2012-08-29,66,False
2012-08-30,70,False
2012-08-31,73,False
2012-09-01,87,False
2012-09-02,82,False
2012-09-03,73,False
2012-09-04,69,False
2012-09-05,77,False
2012-09-06,70,False
2012-09-07,83,False
2012-09-08,84,False
2012-09-09,80,False
2012-09-10,66,False
2012-09-11,67,False
2012-09-12,70,False
2012-09-13,72,False
2012-09-14,74,False
2012-09-15,86,False
2012-09-16,83,False
2012-09-17,65,False
2012-09-18,66,False
2012-09-19,67,False
2012-09-20,66,False
2012-09-21,71,False
2012-09-22,85,False
2012-09-23,78,False
2012-09-24,69,False
2012-09-25,70,False
2012-09-26,77,False
2012-09-27,70,False
2012-09-28,75,False
2012-09-29,82,False
2012-09-30,80,False
2012-10-01,67,False
2012-10-02,72,False
2012-10-03,77,False
2012-10-04,75,False
2012-10-05,72,False
2012-10-06,83,False
2012-10-07,80,False
2012-10-08,69,False
2012-10-09,59,False
2012-10-10,63,False
2012-10-11,70,False
2012-10-12,76,False
2012-10-13,81,False
2012-10-14,80,False
2012-10-15,70,False
2012-10-16,72,False
2012-10-17,73,False
2012-10-18,74,False
2012-10-19,74,False
2012-10-20,85,False
2012-10-21,90,False
2012-10-22,74,False
2012-10-23,76,False
2012-10-24,79,False
2012-10-25,73,False
2012-10-26,78,False
2012-10-27,98,False
2012-10-28,79,False
2012-10-29,69,False
2012-10-30,74,False
2012-10-31,77,False
2012-11-01,72,False
2012-11-02,83,False
2012-11-03,100,False
2012-11-04,82,False
2012-11-05,71,False
2012-11-06,78,False
2012-11-07,75,False
2012-11-08,80,False
2012-11-09,80,False
2012-11-10,86,False
2012-11-11,82,False
2012-11-12,69,False
2012-11-13,71,False
2012-11-14,68,False
2012-11-15,76,False
2012-11-16,85,False
2012-11-17,89,False
2012-11-18,83,False
2012-11-19,81,False
2012-11-20,69,False
2012-11-21,75,False
2012-11-22,92,False
2012-11-23,86,False
2012-11-24,91,False
2012-11-25,88,False
2012-11-26,68,False
2012-11-27,68,False
2012-11-28,74,False
2012-11-29,71,False
2012-11-30,76,False
2012-12-01,91,False
2012-12-02,78,False
2012-12-03,68,False
2012-12-04,75,False
2012-12-05,77,False
2012-12-06,72,False
2012-12-07,66,False
2012-12-08,79,False
2012-12-09,78,False
2012-12-10,77,False
2012-12-11,72,False
2012-12-12,76,False
2012-12-13,70,False
2012-12-14,72,False
2012-12-15,83,False
2012-12-16,80,False
2012-12-17,73,False
2012-12-18,77,False
2012-12-19,88,False
2012-12-20,85,False
2012-12-21,79,False
2012-12-22,90,False
2012-12-23,87,False
2012-12-24,80,False
2012-12-25,90,False
2012-12-26,83,False
2012-12-27,78,False
2012-12-28,85,False
2012-12-29,79,False
2012-12-30,81,False
2012-12-31,77,False
2013-01-01,86,False
2013-01-02,74,False
2013-01-03,72,False
2013-01-04,75,False
2013-01-05,83,False
2013-01-06,82,False
2013-01-07,72,False
2013-01-08,69,False
2013-01-09,74,False
2013-01-10,74,False
2013-01-11,79,False
2013-01-12,84,False
2013-01-13,81,False
2013-01-14,68,False
2013-01-15,70,False
2013-01-16,75,False
2013-01-17,71,False
2013-01-18,76,False
2013-01-19,89,False
2013-01-20,84,False
2013-01-21,69,False
2013-01-22,68,False
2013-01-23,74,False
2013-01-24,72,False
2013-01-25,78,False
2013-01-26,87,False
2013-01-27,83,False
2013-01-28,69,False
2013-01-29,68,False
2013-01-30,69,False
2013-01-31,97,False
2013-02-01,100,False
2013-02-02,87,False
2013-02-03,75,False
2013-02-04,69,False
2013-02-05,70,False
2013-02-06,70,False
2013-02-07,68,False
2013-02-08,67,False
2013-02-09,75,False
2013-02-10,71,False
2013-02-11,66,False
2013-02-12,64,False
2013-02-13,61,False
2013-02-14,67,False
2013-02-15,70,False
2013-02-16,83,False
2013-02-17,83,False
2013-02-18,67,False
2013-02-19,67,False
2013-02-20,70,False
2013-02-21,70,False
2013-02-22,77,False
2013-02-23,84,False
2013-02-24,80,False
2013-02-25,69,False
2013-02-26,73,False
2013-02-27,68,False
2013-02-28,75,False
2013-03-01,79,False
2013-03-02,89,False
2013-03-03,79,False
2013-03-04,77,False
2013-03-05,66,False
2013-03-06,76,False
2013-03-07,71,False
2013-03-08,75,False
2013-03-09,84,False
2013-03-10,83,False
2013-03-11,69,False
2013-03-12,72,False
2013-03-13,76,False
2013-03-14,84,False
2013-03-15,81,False
2013-03-16,90,False
2013-03-17,92,False
2013-03-18,73,False
2013-03-19,74,False
2013-03-20,76,False
2013-03-21,80,False
2013-03-22,75,False
2013-03-23,87,False
2013-03-24,87,False
2013-03-25,76,False
2013-03-26,80,False
2013-03-27,79,False
2013-03-28,78,False
2013-03-29,88,False
2013-03-30,87,False
2013-03-31,96,False
2013-04-01,82,False
2013-04-02,80,False
2013-04-03,71,False
2013-04-04,74,False
2013-04-05,70,False
2013-04-06,90,False
2013-04-07,78,False
2013-04-08,71,False
2013-04-09,69,False
2013-04-10,79,False
2013-04-11,78,False
2013-04-12,76,False
2013-04-13,85,False
2013-04-14,88,False
2013-04-15,72,False
2013-04-16,73,False
2013-04-17,78,False
2013-04-18,78,False
2013-04-19,79,False
2013-04-20,84,False
2013-04-21,80,False
2013-04-22,74,False
2013-04-23,81,False
2013-04-24,84,False
2013-04-25,80,False
2013-04-26,88,False
2013-04-27,95,False
2013-04-28,86,False
2013-04-29,74,False
2013-04-30,70,False
2013-05-01,82,False
2013-05-02,82,False
2013-05-03,82,False
2013-05-04,87,False
2013-05-05,93,False
2013-05-06,71,False
2013-05-07,75,False
2013-05-08,86,False
2013-05-09,81,False
2013-05-10,86,False
2013-05-11,90,False
2013-05-12,80,False
2013-05-13,75,False
2013-05-14,69,False
2013-05-15,75,False
2013-05-16,70,False
2013-05-17,71,False
2013-05-18,83,False
2013-05-19,85,False
2013-05-20,77,False
2013-05-21,71,False
2013-05-22,75,False
2013-05-23,74,False
2013-05-24,82,False
2013-05-25,88,False
2013-05-26,89,False
2013-05-27,76,False
2013-05-28,64,False
2013-05-29,71,False
2013-05-30,74,False
2013-05-31,73,False
2013-06-01,86,False
2013-06-02,81,False
2013-06-03,71,False
2013-06-04,70,False
2013-06-05,74,False
2013-06-06,75,False
2013-06-07,79,False
2013-06-08,95,False
2013-06-09,83,False
2013-06-10,62,False
2013-06-11,65,False
2013-06-12,69,False
2013-06-13,75,False
2013-06-14,76,False
2013-06-15,96,False
2013-06-16,90,False
2013-06-17,76,False
2013-06-18,75,False
2013-06-19,76,False
2013-06-20,74,False
2013-06-21,84,False
2013-06-22,97,False
2013-06-23,90,False
2013-06-24,71,False
2013-06-25,74,False
2013-06-26,81,False
2013-06-27,78,False
2013-06-28,79,False
2013-06-29,93,False
2013-06-30,99,False
2013-07-01,73,False
2013-07-02,66,False
2013-07-03,72,False
2013-07-04,75,False
2013-07-05,72,False
2013-07-06,84,False
2013-07-07,79,False
2013-07-08,72,False
2013-07-09,69,False
2013-07-10,70,False
2013-07-11,69,False
2013-07-12,77,False
2013-07-13,91,False
2013-07-14,83,False
2013-07-15,75,False
2013-07-16,73,False
2013-07-17,75,False
2013-07-18,76,False
2013-07-19,78,False
2013-07-20,86,False
2013-07-21,84,False
2013-07-22,76,False
2013-07-23,74,False
2013-07-24,71,False
2013-07-25,72,False
2013-07-26,78,False
2013-07-27,95,False
2013-07-28,89,False
2013-07-29,72,False
2013-07-30,68,False
2013-07-31,72,False
2013-08-01,78,False
2013-08-02,73,False
2013-08-03,93,False
2013-08-04,86,False
2013-08-05,67,False
2013-08-06,68,False
2013-08-07,73,False
2013-08-08,73,False
2013-08-09,83,False
2013-08-10,95,False
2013-08-11,78,False
2013-08-12,71,False
2013-08-13,76,False
2013-08-14,90,False
2013-08-15,79,False
2013-08-16,79,False
2013-08-17,88,False
2013-08-18,85,False
2013-08-19,84,False
2013-08-20,67,False
2013-08-21,71,False
2013-08-22,73,False
2013-08-23,79,False
2013-08-24,85,False
2013-08-25,92,False
2013-08-26,69,False
2013-08-27,67,False
2013-08-28,71,False
2013-08-29,71,False
2013-08-30,78,False
2013-08-31,85,False
2013-09-01,83,False
2013-09-02,68,False
2013-09-03,71,False
2013-09-04,66,False
2013-09-05,74,False
2013-09-06,73,False
2013-09-07,93,False
2013-09-08,86,False
2013-09-09,70,False
2013-09-10,65,False
2013-09-11,68,False
2013-09-12,64,False
2013-09-13,73,False
2013-09-14,84,False
2013-09-15,71,False
2013-09-16,64,False
2013-09-17,69,False
2013-09-18,64,False
2013-09-19,70,False
2013-09-20,75,False
2013-09-21,81,False
2013-09-22,78,False
2013-09-23,63,False
2013-09-24,75,False
2013-09-25,69,False
2013-09-26,70,False
2013-09-27,74,False
2013-09-28,86,False
2013-09-29,76,False
2013-09-30,60,False
2013-10-01,65,False
2013-10-02,66,False
2013-10-03,69,False
2013-10-04,70,False
2013-10-05,70,False
2013-10-06,80,False
2013-10-07,65,False
2013-10-08,71,False
2013-10-09,82,False
2013-10-10,75,False
2013-10-11,75,False
2013-10-12,87,False
2013-10-13,82,False
2013-10-14,76,False
2013-10-15,69,False
2013-10-16,71,False
2013-10-17,70,False
2013-10-18,80,False
2013-10-19,81,False
2013-10-20,75,False
2013-10-21,65,False
2013-10-22,68,False
2013-10-23,69,False
2013-10-24,67,False
2013-10-25,74,False
2013-10-26,74,False
2013-10-27,78,False
2013-10-28,62,False
2013-10-29,64,False
2013-10-30,67,False
2013-10-31,68,False
2013-11-01,74,False
2013-11-02,84,False
2013-11-03,77,False
2013-11-04,67,False
2013-11-05,76,False
2013-11-06,71,False
2013-11-07,76,False
2013-11-08,72,False
2013-11-09,77,False
2013-11-10,80,False
2013-11-11,71,False
2013-11-12,63,False
2013-11-13,66,False
2013-11-14,68,False
2013-11-15,69,False
2013-11-16,82,False
2013-11-17,82,False
2013-11-18,65,False
2013-11-19,64,False
2013-11-20,69,False
2013-11-21,71,False
2013-11-22,68,False
2013-11-23,78,False
2013-11-24,80,False
2013-11-25,66,False
2013-11-26,62,False
2013-11-27,63,False
2013-11-28,67,False
2013-11-29,74,False
2013-11-30,100,False
2013-12-01,77,False
2013-12-02,58,False
2013-12-03,60,False
2013-12-04,66,False
2013-12-05,67,False
2013-12-06,68,False
2013-12-07,77,False
2013-12-08,78,False
2013-12-09,61,False
2013-12-10,66,False
2013-12-11,65,False
2013-12-12,66,False
2013-12-13,71,False
2013-12-14,81,False
2013-12-15,81,False
2013-12-16,65,False
2013-12-17,65,False
2013-12-18,65,False
2013-12-19,66,False
2013-12-20,74,False
2013-12-21,78,False
2013-12-22,78,False
2013-12-23,70,False
2013-12-24,74,False
2013-12-25,82,False
2013-12-26,61,False
2013-12-27,71,False
2013-12-28,73,False
2013-12-29,73,False
2013-12-30,68,False
2013-12-31,74,False
2014-01-01,81,False
2014-01-02,76,False
2014-01-03,77,False
2014-01-04,86,False
2014-01-05,83,False
2014-01-06,79,False
2014-01-07,59,False
2014-01-08,69,False
2014-01-09,70,False
2014-01-10,69,False
2014-01-11,91,False
2014-01-12,74,False
2014-01-13,65,False
2014-01-14,63,False
2014-01-15,73,False
2014-01-16,67,False
2014-01-17,69,False
2014-01-18,77,False
2014-01-19,76,False
2014-01-20,61,False
2014-01-21,59,False
2014-01-22,58,False
2014-01-23,59,False
2014-01-24,65,False
2014-01-25,72,False
2014-01-26,75,False
2014-01-27,67,False
2014-01-28,62,False
2014-01-29,70,False
2014-01-30,62,False
2014-01-31,63,False
2014-02-01,77,False
2014-02-02,76,False
2014-02-03,65,False
2014-02-04,68,False
2014-02-05,67,False
2014-02-06,82,False
2014-02-07,74,False
2014-02-08,92,False
2014-02-09,80,False
2014-02-10,65,False
2014-02-11,72,False
2014-02-12,73,False
2014-02-13,79,False
2014-02-14,79,False
2014-02-15,85,False
2014-02-16,82,False
2014-02-17,70,False
2014-02-18,74,False
2014-02-19,63,False
2014-02-20,72,False
2014-02-21,72,False
2014-02-22,88,False
2014-02-23,85,False
2014-02-24,75,False
2014-02-25,69,False
2014-02-26,82,False
2014-02-27,75,False
2014-02-28,84,False
2014-03-01,97,False
2014-03-02,90,False
2014-03-03,75,False
2014-03-04,75,False
2014-03-05,77,False
2014-03-06,78,False
2014-03-07,76,False
2014-03-08,96,False
2014-03-09,92,False
2014-03-10,77,False
2014-03-11,72,False
2014-03-12,86,False
2014-03-13,76,False
2014-03-14,82,False
2014-03-15,94,False
2014-03-16,91,False
2014-03-17,72,False
2014-03-18,76,False
2014-03-19,76,False
2014-03-20,82,False
2014-03-21,81,False
2014-03-22,84,False
2014-03-23,83,False
2014-03-24,74,False
2014-03-25,73,False
2014-03-26,86,False
2014-03-27,77,False
2014-03-28,81,False
2014-03-29,89,False
2014-03-30,90,False
2014-03-31,77,False
2014-04-01,81,False
2014-04-02,79,False
2014-04-03,82,False
2014-04-04,83,False
2014-04-05,91,False
2014-04-06,83,False
2014-04-07,70,False
2014-04-08,69,False
2014-04-09,82,False
2014-04-10,75,False
2014-04-11,82,False
2014-04-12,87,False
2014-04-13,75,False
2014-04-14,66,False
2014-04-15,64,False
2014-04-16,77,False
2014-04-17,70,False
2014-04-18,78,False
2014-04-19,83,False
2014-04-20,100,False
2014-04-21,71,False
2014-04-22,78,False
2014-04-23,74,False
2014-04-24,70,False
2014-04-25,76,False
2014-04-26,79,False
2014-04-27,81,False
2014-04-28,65,False
2014-04-29,69,False
2014-04-30,70,False
2014-05-01,64,False
2014-05-02,74,False
2014-05-03,77,False
2014-05-04,81,False
2014-05-05,67,False
2014-05-06,70,False
2014-05-07,71,False
2014-05-08,71,False
2014-05-09,70,False
2014-05-10,80,False
2014-05-11,82,False
2014-05-12,69,False
2014-05-13,69,False
2014-05-14,66,False
2014-05-15,64,False
2014-05-16,67,False
2014-05-17,80,False
2014-05-18,77,False
2014-05-19,70,False
2014-05-20,68,False
2014-05-21,77,False
2014-05-22,81,False
2014-05-23,82,False
2014-05-24,88,False
2014-05-25,84,False
2014-05-26,69,False
2014-05-27,76,False
2014-05-28,76,False
2014-05-29,71,False
2014-05-30,77,False
2014-05-31,84,False
2014-06-01,82,False
2014-06-02,73,False
2014-06-03,66,False
2014-06-04,73,False
2014-06-05,73,False
2014-06-06,76,False
2014-06-07,87,False
2014-06-08,88,False
2014-06-09,74,False
2014-06-10,71,False
2014-06-11,76,False
2014-06-12,79,False
2014-06-13,87,False
2014-06-14,89,False
2014-06-15,97,False
2014-06-16,69,False
2014-06-17,66,False
2014-06-18,81,False
2014-06-19,77,False
2014-06-20,82,False
2014-06-21,94,False
2014-06-22,90,False
2014-06-23,79,False
2014-06-24,65,False
2014-06-25,76,False
2014-06-26,73,False
2014-06-27,83,False
2014-06-28,91,False
2014-06-29,92,False
2014-06-30,89,False
2014-07-01,86,False
2014-07-02,81,False
2014-07-03,88,False
2014-07-04,87,False
2014-07-05,95,False
2014-07-06,92,False
2014-07-07,80,False
2014-07-08,78,False
2014-07-09,71,False
2014-07-10,76,False
2014-07-11,78,False
2014-07-12,84,False
2014-07-13,84,False
2014-07-14,76,False
2014-07-15,78,False
2014-07-16,77,False
2014-07-17,83,False
2014-07-18,88,False
2014-07-19,100,False
2014-07-20,84,False
2014-07-21,85,False
2014-07-22,83,False
2014-07-23,74,False
2014-07-24,75,False
2014-07-25,77,False
2014-07-26,93,False
2014-07-27,88,False
2014-07-28,83,False
2014-07-29,78,False
2014-07-30,80,False
2014-07-31,76,False
2014-08-01,80,False
2014-08-02,90,False
2014-08-03,87,False
2014-08-04,77,False
2014-08-05,80,False
2014-08-06,77,False
2014-08-07,87,False
2014-08-08,83,False
2014-08-09,93,False
2014-08-10,95,False
2014-08-11,83,False
2014-08-12,80,False
2014-08-13,81,False
2014-08-14,82,False
2014-08-15,84,False
2014-08-16,91,False
2014-08-17,85,False
2014-08-18,71,False
2014-08-19,72,False
2014-08-20,81,False
2014-08-21,75,False
2014-08-22,81,False
2014-08-23,77,False
2014-08-24,85,False
2014-08-25,69,False
2014-08-26,69,False
2014-08-27,71,False
2014-08-28,72,False
2014-08-29,80,False
2014-08-30,85,False
2014-08-31,73,False
2014-09-01,74,False
2014-09-02,67,False
2014-09-03,66,False
2014-09-04,71,False
2014-09-05,64,False
2014-09-06,86,False
2014-09-07,80,False
2014-09-08,66,False
2014-09-09,68,False
2014-09-10,75,False
2014-09-11,72,False
2014-09-12,70,False
2014-09-13,84,False
2014-09-14,86,False
2014-09-15,68,False
2014-09-16,75,False
2014-09-17,76,False
2014-09-18,65,False
2014-09-19,87,False
2014-09-20,83,False
2014-09-21,92,False
2014-09-22,66,False
2014-09-23,64,False
2014-09-24,69,False
2014-09-25,75,False
2014-09-26,75,False
2014-09-27,87,False
2014-09-28,87,False
2014-09-29,69,False
2014-09-30,63,False
2014-10-01,66,False
2014-10-02,76,False
2014-10-03,77,False
2014-10-04,86,False
2014-10-05,85,False
2014-10-06,67,False
2014-10-07,72,False
2014-10-08,69,False
2014-10-09,72,False
2014-10-10,69,False
2014-10-11,79,False
2014-10-12,88,False
2014-10-13,67,False
2014-10-14,72,False
2014-10-15,69,False
2014-10-16,73,False
2014-10-17,64,False
2014-10-18,96,False
2014-10-19,93,False
2014-10-20,75,False
2014-10-21,82,False
2014-10-22,86,False
2014-10-23,80,False
2014-10-24,85,False
2014-10-25,96,False
2014-10-26,96,False
2014-10-27,81,False
2014-10-28,78,False
2014-10-29,92,False
2014-10-30,88,False
2014-10-31,89,False
2014-11-01,96,False
2014-11-02,87,False
2014-11-03,72,False
2014-11-04,70,False
2014-11-05,75,False
2014-11-06,71,False
2014-11-07,75,False
2014-11-08,91,False
2014-11-09,78,False
2014-11-10,74,False
2014-11-11,67,False
2014-11-12,70,False
2014-11-13,65,False
2014-11-14,75,False
2014-11-15,81,False
2014-11-16,96,False
2014-11-17,65,False
2014-11-18,77,False
2014-11-19,72,False
2014-11-20,80,False
2014-11-21,72,False
2014-11-22,82,False
2014-11-23,84,False
2014-11-24,64,False
2014-11-25,72,False
2014-11-26,71,False
2014-11-27,76,False
2014-11-28,71,False
2014-11-29,88,False
2014-11-30,97,False
2014-12-01,63,False
2014-12-02,70,False
2014-12-03,77,False
2014-12-04,70,False
2014-12-05,74,False
2014-12-06,87,False
2014-12-07,81,False
2014-12-08,66,False
2014-12-09,67,False
2014-12-10,77,False
2014-12-11,66,False
2014-12-12,74,False
