date,MRNA,isPartial
2016-06-18,23,False
2016-06-19,31,False
2016-06-20,36,False
2016-06-21,38,False
2016-06-22,44,False
2016-06-23,31,False
2016-06-24,25,False
2016-06-25,20,False
2016-06-26,23,False
2016-06-27,33,False
2016-06-28,36,False
2016-06-29,31,False
2016-06-30,32,False
2016-07-01,18,False
2016-07-02,12,False
2016-07-03,17,False
2016-07-04,22,False
2016-07-05,28,False
2016-07-06,29,False
2016-07-07,23,False
2016-07-08,28,False
2016-07-09,14,False
2016-07-10,16,False
2016-07-11,25,False
2016-07-12,22,False
2016-07-13,27,False
2016-07-14,23,False
2016-07-15,19,False
2016-07-16,16,False
2016-07-17,18,False
2016-07-18,22,False
2016-07-19,23,False
2016-07-20,25,False
2016-07-21,25,False
2016-07-22,25,False
2016-07-23,11,False
2016-07-24,19,False
2016-07-25,20,False
2016-07-26,34,False
2016-07-27,22,False
2016-07-28,23,False
2016-07-29,23,False
2016-07-30,16,False
2016-07-31,16,False
2016-08-01,20,False
2016-08-02,24,False
2016-08-03,25,False
2016-08-04,18,False
2016-08-05,20,False
2016-08-06,14,False
2016-08-07,17,False
2016-08-08,22,False
2016-08-09,23,False
2016-08-10,18,False
2016-08-11,23,False
2016-08-12,20,False
2016-08-13,13,False
2016-08-14,17,False
2016-08-15,19,False
2016-08-16,18,False
2016-08-17,24,False
2016-08-18,21,False
2016-08-19,18,False
2016-08-20,14,False
2016-08-21,19,False
2016-08-22,19,False
2016-08-23,23,False
2016-08-24,29,False
2016-08-25,28,False
2016-08-26,19,False
2016-08-27,17,False
2016-08-28,17,False
2016-08-29,20,False
2016-08-30,28,False
2016-08-31,36,False
2016-09-01,31,False
2016-09-02,28,False
2016-09-03,15,False
2016-09-04,22,False
2016-09-05,28,False
2016-09-06,32,False
2016-09-07,38,False
2016-09-08,31,False
2016-09-09,35,False
2016-09-10,20,False
2016-09-11,30,False
2016-09-12,45,False
2016-09-13,49,False
2016-09-14,42,False
2016-09-15,44,False
2016-09-16,41,False
2016-09-17,17,False
2016-09-18,35,False
2016-09-19,51,False
2016-09-20,47,False
2016-09-21,45,False
2016-09-22,46,False
2016-09-23,38,False
2016-09-24,24,False
2016-09-25,30,False
2016-09-26,47,False
2016-09-27,49,False
2016-09-28,51,False
2016-09-29,52,False
2016-09-30,45,False
2016-10-01,26,False
2016-10-02,35,False
2016-10-03,56,False
2016-10-04,62,False
2016-10-05,56,False
2016-10-06,47,False
2016-10-07,48,False
2016-10-08,27,False
2016-10-09,39,False
2016-10-10,46,False
2016-10-11,62,False
2016-10-12,67,False
2016-10-13,52,False
2016-10-14,42,False
2016-10-15,28,False
2016-10-16,38,False
2016-10-17,59,False
2016-10-18,70,False
2016-10-19,59,False
2016-10-20,60,False
2016-10-21,43,False
2016-10-22,28,False
2016-10-23,39,False
2016-10-24,57,False
2016-10-25,64,False
2016-10-26,70,False
2016-10-27,66,False
2016-10-28,56,False
2016-10-29,26,False
2016-10-30,46,False
2016-10-31,67,False
2016-11-01,72,False
2016-11-02,74,False
2016-11-03,56,False
2016-11-04,59,False
2016-11-05,32,False
2016-11-06,46,False
2016-11-07,71,False
2016-11-08,72,False
2016-11-09,65,False
2016-11-10,61,False
2016-11-11,54,False
2016-11-12,35,False
2016-11-13,35,False
2016-11-14,74,False
2016-11-15,79,False
2016-11-16,73,False
2016-11-17,80,False
2016-11-18,64,False
2016-11-19,31,False
2016-11-20,48,False
2016-11-21,65,False
2016-11-22,62,False
2016-11-23,43,False
2016-11-24,33,False
2016-11-25,31,False
2016-11-26,26,False
2016-11-27,44,False
2016-11-28,77,False
2016-11-29,79,False
2016-11-30,84,False
2016-12-01,91,False
2016-12-02,69,False
2016-12-03,35,False
2016-12-04,53,False
2016-12-05,100,False
2016-12-06,94,False
2016-12-07,94,False
2016-12-08,94,False
2016-12-09,74,False
2016-12-10,35,False
2016-12-11,48,False
2016-12-12,83,False
2016-12-13,87,False
