date,EXC,isPartial
2008-05-21,52,False
2008-05-22,80,False
2008-05-23,71,False
2008-05-24,52,False
2008-05-25,100,False
2008-05-26,74,False
2008-05-27,89,False
2008-05-28,61,False
2008-05-29,81,False
2008-05-30,69,False
2008-05-31,69,False
2008-06-01,51,False
2008-06-02,69,False
2008-06-03,76,False
2008-06-04,53,False
2008-06-05,70,False
2008-06-06,73,False
2008-06-07,97,False
2008-06-08,96,False
2008-06-09,62,False
2008-06-10,74,False
2008-06-11,64,False
2008-06-12,80,False
2008-06-13,73,False
2008-06-14,85,False
2008-06-15,69,False
2008-06-16,60,False
2008-06-17,70,False
2008-06-18,60,False
2008-06-19,64,False
2008-06-20,57,False
2008-06-21,46,False
2008-06-22,83,False
2008-06-23,71,False
2008-06-24,76,False
2008-06-25,85,False
2008-06-26,61,False
2008-06-27,70,False
2008-06-28,72,False
2008-06-29,76,False
2008-06-30,76,False
2008-07-01,63,False
2008-07-02,69,False
2008-07-03,74,False
2008-07-04,77,False
2008-07-05,42,False
2008-07-06,60,False
2008-07-07,55,False
2008-07-08,82,False
2008-07-09,69,False
2008-07-10,63,False
2008-07-11,73,False
2008-07-12,56,False
2008-07-13,60,False
2008-07-14,81,False
2008-07-15,87,False
2008-07-16,64,False
2008-07-17,87,False
2008-07-18,70,False
2008-07-19,53,False
2008-07-20,100,False
2008-07-21,63,False
2008-07-22,65,False
2008-07-23,75,False
2008-07-24,62,False
2008-07-25,51,False
2008-07-26,73,False
2008-07-27,88,False
2008-07-28,68,False
2008-07-29,71,False
2008-07-30,59,False
2008-07-31,57,False
2008-08-01,60,False
2008-08-02,69,False
2008-08-03,59,False
2008-08-04,63,False
2008-08-05,81,False
2008-08-06,76,False
2008-08-07,55,False
2008-08-08,73,False
2008-08-09,66,False
2008-08-10,98,False
2008-08-11,72,False
2008-08-12,90,False
2008-08-13,85,False
2008-08-14,58,False
2008-08-15,63,False
2008-08-16,46,False
2008-08-17,68,False
2008-08-18,35,False
2008-08-19,56,False
2008-08-20,71,False
2008-08-21,69,False
2008-08-22,61,False
2008-08-23,49,False
2008-08-24,56,False
2008-08-25,68,False
2008-08-26,73,False
2008-08-27,63,False
2008-08-28,74,False
2008-08-29,61,False
2008-08-30,81,False
2008-08-31,80,False
2008-09-01,71,False
2008-09-02,61,False
2008-09-03,66,False
2008-09-04,74,False
2008-09-05,64,False
2008-09-06,95,False
2008-09-07,81,False
2008-09-08,68,False
2008-09-09,75,False
2008-09-10,68,False
2008-09-11,79,False
2008-09-12,57,False
2008-09-13,63,False
2008-09-14,73,False
2008-09-15,60,False
2008-09-16,65,False
2008-09-17,78,False
2008-09-18,52,False
2008-09-19,67,False
2008-09-20,80,False
2008-09-21,60,False
2008-09-22,80,False
2008-09-23,88,False
2008-09-24,72,False
2008-09-25,86,False
2008-09-26,76,False
2008-09-27,87,False
2008-09-28,77,False
2008-09-29,84,False
2008-09-30,80,False
2008-10-01,72,False
2008-10-02,49,False
2008-10-03,67,False
2008-10-04,57,False
2008-10-05,63,False
2008-10-06,68,False
2008-10-07,84,False
2008-10-08,77,False
2008-10-09,56,False
2008-10-10,57,False
2008-10-11,86,False
2008-10-12,64,False
2008-10-13,76,False
2008-10-14,86,False
2008-10-15,63,False
2008-10-16,74,False
2008-10-17,56,False
2008-10-18,79,False
2008-10-19,66,False
2008-10-20,58,False
2008-10-21,86,False
2008-10-22,57,False
2008-10-23,66,False
2008-10-24,67,False
2008-10-25,46,False
2008-10-26,74,False
2008-10-27,76,False
2008-10-28,95,False
2008-10-29,69,False
2008-10-30,71,False
2008-10-31,66,False
2008-11-01,73,False
2008-11-02,82,False
2008-11-03,79,False
2008-11-04,56,False
2008-11-05,61,False
2008-11-06,71,False
2008-11-07,79,False
2008-11-08,85,False
2008-11-09,76,False
2008-11-10,64,False
2008-11-11,71,False
2008-11-12,79,False
2008-11-13,60,False
2008-11-14,75,False
2008-11-15,67,False
2008-11-16,72,False
2008-11-17,83,False
2008-11-18,66,False
2008-11-19,65,False
2008-11-20,73,False
2008-11-21,61,False
2008-11-22,67,False
2008-11-23,48,False
2008-11-24,88,False
2008-11-25,55,False
2008-11-26,54,False
2008-11-27,49,False
2008-11-28,41,False
2008-11-29,80,False
2008-11-30,65,False
2008-12-01,75,False
2008-12-02,71,False
2008-12-03,50,False
2008-12-04,38,False
2008-12-05,70,False
2008-12-06,60,False
2008-12-07,58,False
2008-12-08,52,False
2008-12-09,42,False
2008-12-10,60,False
2008-12-11,74,False
2008-12-12,50,False
2008-12-13,52,False
2008-12-14,71,False
2008-12-15,50,False
2008-12-16,45,False
2008-12-17,56,False
2008-12-18,77,False
2008-12-19,49,False
2008-12-20,60,False
2008-12-21,68,False
2008-12-22,59,False
2008-12-23,63,False
2008-12-24,64,False
2008-12-25,56,False
2008-12-26,68,False
2008-12-27,53,False
2008-12-28,61,False
2008-12-29,76,False
2008-12-30,61,False
2008-12-31,57,False
2009-01-01,63,False
2009-01-02,71,False
2009-01-03,56,False
2009-01-04,61,False
2009-01-05,62,False
2009-01-06,73,False
2009-01-07,61,False
2009-01-08,39,False
2009-01-09,61,False
2009-01-10,64,False
2009-01-11,59,False
2009-01-12,37,False
2009-01-13,63,False
2009-01-14,73,False
2009-01-15,68,False
2009-01-16,54,False
2009-01-17,78,False
2009-01-18,46,False
2009-01-19,55,False
2009-01-20,82,False
2009-01-21,77,False
2009-01-22,64,False
2009-01-23,78,False
2009-01-24,82,False
2009-01-25,64,False
2009-01-26,51,False
2009-01-27,66,False
2009-01-28,72,False
2009-01-29,68,False
2009-01-30,56,False
2009-01-31,41,False
2009-02-01,86,False
2009-02-02,74,False
2009-02-03,39,False
2009-02-04,72,False
2009-02-05,62,False
2009-02-06,68,False
2009-02-07,66,False
2009-02-08,85,False
2009-02-09,65,False
2009-02-10,73,False
2009-02-11,60,False
2009-02-12,56,False
2009-02-13,70,False
2009-02-14,87,False
2009-02-15,66,False
2009-02-16,74,False
2009-02-17,61,False
2009-02-18,60,False
2009-02-19,66,False
2009-02-20,65,False
2009-02-21,62,False
2009-02-22,80,False
2009-02-23,54,False
2009-02-24,59,False
2009-02-25,51,False
2009-02-26,56,False
2009-02-27,71,False
2009-02-28,47,False
2009-03-01,71,False
2009-03-02,89,False
2009-03-03,74,False
2009-03-04,69,False
2009-03-05,80,False
2009-03-06,56,False
2009-03-07,88,False
2009-03-08,58,False
2009-03-09,80,False
2009-03-10,73,False
2009-03-11,65,False
2009-03-12,100,False
2009-03-13,63,False
2009-03-14,81,False
2009-03-15,74,False
2009-03-16,76,False
2009-03-17,70,False
2009-03-18,61,False
2009-03-19,79,False
2009-03-20,69,False
2009-03-21,72,False
2009-03-22,76,False
2009-03-23,91,False
2009-03-24,73,False
2009-03-25,93,False
2009-03-26,77,False
2009-03-27,66,False
2009-03-28,77,False
2009-03-29,68,False
2009-03-30,78,False
2009-03-31,69,False
2009-04-01,86,False
2009-04-02,76,False
2009-04-03,64,False
2009-04-04,93,False
2009-04-05,81,False
2009-04-06,92,False
2009-04-07,91,False
2009-04-08,50,False
2009-04-09,71,False
2009-04-10,70,False
2009-04-11,65,False
2009-04-12,87,False
2009-04-13,73,False
2009-04-14,86,False
2009-04-15,73,False
2009-04-16,92,False
2009-04-17,72,False
2009-04-18,69,False
2009-04-19,82,False
2009-04-20,81,False
2009-04-21,72,False
2009-04-22,87,False
2009-04-23,71,False
2009-04-24,64,False
2009-04-25,66,False
2009-04-26,80,False
2009-04-27,63,False
2009-04-28,65,False
2009-04-29,92,False
2009-04-30,66,False
2009-05-01,72,False
2009-05-02,65,False
2009-05-03,86,False
2009-05-04,96,False
2009-05-05,57,False
2009-05-06,90,False
2009-05-07,68,False
2009-05-08,80,False
2009-05-09,73,False
2009-05-10,93,False
2009-05-11,92,False
2009-05-12,68,False
2009-05-13,56,False
2009-05-14,68,False
2009-05-15,70,False
2009-05-16,58,False
2009-05-17,87,False
2009-05-18,96,False
2009-05-19,73,False
2009-05-20,69,False
2009-05-21,60,False
2009-05-22,81,False
2009-05-23,72,False
2009-05-24,92,False
2009-05-25,77,False
2009-05-26,80,False
2009-05-27,87,False
2009-05-28,80,False
2009-05-29,84,False
2009-05-30,66,False
2009-05-31,81,False
2009-06-01,68,False
2009-06-02,81,False
2009-06-03,79,False
2009-06-04,42,False
2009-06-05,62,False
2009-06-06,69,False
2009-06-07,62,False
2009-06-08,75,False
2009-06-09,65,False
2009-06-10,75,False
2009-06-11,65,False
2009-06-12,66,False
2009-06-13,90,False
2009-06-14,76,False
2009-06-15,86,False
2009-06-16,64,False
2009-06-17,70,False
2009-06-18,80,False
2009-06-19,66,False
2009-06-20,69,False
2009-06-21,78,False
2009-06-22,70,False
2009-06-23,72,False
2009-06-24,61,False
2009-06-25,83,False
2009-06-26,62,False
2009-06-27,50,False
2009-06-28,81,False
2009-06-29,70,False
2009-06-30,74,False
2009-07-01,51,False
2009-07-02,55,False
2009-07-03,66,False
2009-07-04,75,False
2009-07-05,60,False
2009-07-06,72,False
2009-07-07,81,False
2009-07-08,55,False
2009-07-09,75,False
2009-07-10,57,False
2009-07-11,66,False
2009-07-12,70,False
2009-07-13,89,False
2009-07-14,65,False
2009-07-15,65,False
2009-07-16,64,False
2009-07-17,63,False
2009-07-18,67,False
2009-07-19,85,False
2009-07-20,85,False
2009-07-21,56,False
2009-07-22,61,False
2009-07-23,54,False
2009-07-24,56,False
2009-07-25,63,False
2009-07-26,71,False
2009-07-27,68,False
2009-07-28,65,False
2009-07-29,41,False
2009-07-30,63,False
2009-07-31,67,False
2009-08-01,62,False
2009-08-02,97,False
2009-08-03,65,False
2009-08-04,67,False
2009-08-05,74,False
2009-08-06,58,False
2009-08-07,66,False
2009-08-08,76,False
2009-08-09,62,False
2009-08-10,46,False
2009-08-11,72,False
2009-08-12,76,False
2009-08-13,60,False
2009-08-14,68,False
2009-08-15,69,False
2009-08-16,74,False
2009-08-17,81,False
2009-08-18,68,False
2009-08-19,73,False
2009-08-20,69,False
2009-08-21,61,False
2009-08-22,62,False
2009-08-23,80,False
2009-08-24,74,False
2009-08-25,72,False
2009-08-26,68,False
2009-08-27,71,False
2009-08-28,62,False
2009-08-29,59,False
2009-08-30,86,False
2009-08-31,72,False
2009-09-01,73,False
2009-09-02,73,False
2009-09-03,68,False
2009-09-04,62,False
2009-09-05,72,False
2009-09-06,78,False
2009-09-07,80,False
2009-09-08,62,False
2009-09-09,69,False
2009-09-10,67,False
2009-09-11,81,False
2009-09-12,61,False
2009-09-13,91,False
2009-09-14,67,False
2009-09-15,54,False
2009-09-16,52,False
2009-09-17,63,False
2009-09-18,50,False
2009-09-19,51,False
2009-09-20,71,False
2009-09-21,73,False
2009-09-22,86,False
2009-09-23,62,False
2009-09-24,66,False
2009-09-25,70,False
2009-09-26,80,False
2009-09-27,76,False
2009-09-28,77,False
2009-09-29,76,False
2009-09-30,66,False
2009-10-01,68,False
2009-10-02,60,False
2009-10-03,63,False
2009-10-04,56,False
2009-10-05,64,False
2009-10-06,81,False
2009-10-07,57,False
2009-10-08,71,False
2009-10-09,69,False
2009-10-10,81,False
2009-10-11,68,False
2009-10-12,79,False
2009-10-13,100,False
2009-10-14,70,False
2009-10-15,72,False
2009-10-16,59,False
2009-10-17,65,False
2009-10-18,90,False
2009-10-19,69,False
2009-10-20,48,False
2009-10-21,50,False
2009-10-22,59,False
2009-10-23,55,False
2009-10-24,72,False
2009-10-25,75,False
2009-10-26,67,False
2009-10-27,67,False
2009-10-28,65,False
2009-10-29,54,False
2009-10-30,61,False
2009-10-31,64,False
2009-11-01,62,False
2009-11-02,72,False
2009-11-03,60,False
2009-11-04,69,False
2009-11-05,43,False
2009-11-06,53,False
2009-11-07,55,False
2009-11-08,71,False
2009-11-09,58,False
2009-11-10,52,False
2009-11-11,60,False
2009-11-12,46,False
2009-11-13,63,False
2009-11-14,42,False
2009-11-15,63,False
2009-11-16,71,False
2009-11-17,56,False
2009-11-18,65,False
2009-11-19,75,False
2009-11-20,71,False
2009-11-21,91,False
2009-11-22,73,False
2009-11-23,70,False
2009-11-24,72,False
2009-11-25,72,False
2009-11-26,49,False
2009-11-27,52,False
2009-11-28,63,False
2009-11-29,67,False
2009-11-30,67,False
2009-12-01,57,False
2009-12-02,62,False
2009-12-03,63,False
2009-12-04,56,False
2009-12-05,72,False
2009-12-06,63,False
2009-12-07,67,False
2009-12-08,43,False
2009-12-09,69,False
2009-12-10,48,False
2009-12-11,54,False
2009-12-12,54,False
2009-12-13,72,False
2009-12-14,70,False
2009-12-15,43,False
2009-12-16,47,False
2009-12-17,50,False
2009-12-18,56,False
2009-12-19,48,False
2009-12-20,64,False
2009-12-21,53,False
2009-12-22,42,False
2009-12-23,64,False
2009-12-24,67,False
2009-12-25,64,False
2009-12-26,70,False
2009-12-27,66,False
2009-12-28,66,False
2009-12-29,67,False
2009-12-30,62,False
2009-12-31,57,False
2010-01-01,64,False
2010-01-02,58,False
2010-01-03,77,False
2010-01-04,54,False
2010-01-05,42,False
2010-01-06,41,False
2010-01-07,62,False
2010-01-08,61,False
2010-01-09,56,False
2010-01-10,73,False
2010-01-11,66,False
2010-01-12,53,False
2010-01-13,60,False
2010-01-14,53,False
2010-01-15,58,False
2010-01-16,63,False
2010-01-17,64,False
2010-01-18,62,False
2010-01-19,76,False
2010-01-20,68,False
2010-01-21,61,False
2010-01-22,56,False
2010-01-23,64,False
2010-01-24,68,False
2010-01-25,61,False
2010-01-26,53,False
2010-01-27,55,False
2010-01-28,60,False
2010-01-29,62,False
2010-01-30,51,False
2010-01-31,67,False
2010-02-01,60,False
2010-02-02,67,False
2010-02-03,64,False
2010-02-04,55,False
2010-02-05,72,False
2010-02-06,94,False
2010-02-07,71,False
2010-02-08,60,False
2010-02-09,62,False
2010-02-10,65,False
2010-02-11,65,False
2010-02-12,72,False
2010-02-13,64,False
2010-02-14,56,False
2010-02-15,65,False
2010-02-16,53,False
2010-02-17,70,False
2010-02-18,62,False
2010-02-19,54,False
2010-02-20,63,False
2010-02-21,73,False
2010-02-22,59,False
2010-02-23,57,False
2010-02-24,59,False
2010-02-25,54,False
2010-02-26,55,False
2010-02-27,84,False
2010-02-28,80,False
2010-03-01,73,False
2010-03-02,65,False
2010-03-03,70,False
2010-03-04,51,False
2010-03-05,70,False
2010-03-06,88,False
2010-03-07,85,False
2010-03-08,62,False
2010-03-09,83,False
2010-03-10,63,False
2010-03-11,61,False
2010-03-12,76,False
2010-03-13,70,False
2010-03-14,54,False
2010-03-15,73,False
2010-03-16,82,False
2010-03-17,77,False
2010-03-18,57,False
2010-03-19,62,False
2010-03-20,51,False
2010-03-21,90,False
2010-03-22,74,False
2010-03-23,70,False
2010-03-24,69,False
2010-03-25,74,False
2010-03-26,60,False
2010-03-27,87,False
2010-03-28,66,False
2010-03-29,88,False
2010-03-30,79,False
2010-03-31,52,False
2010-04-01,81,False
2010-04-02,69,False
2010-04-03,93,False
2010-04-04,69,False
2010-04-05,81,False
2010-04-06,79,False
2010-04-07,60,False
2010-04-08,81,False
2010-04-09,78,False
2010-04-10,64,False
2010-04-11,100,False
2010-04-12,75,False
2010-04-13,82,False
2010-04-14,80,False
2010-04-15,96,False
2010-04-16,80,False
2010-04-17,61,False
2010-04-18,73,False
2010-04-19,75,False
2010-04-20,77,False
2010-04-21,67,False
2010-04-22,76,False
2010-04-23,74,False
2010-04-24,72,False
2010-04-25,86,False
2010-04-26,80,False
2010-04-27,72,False
2010-04-28,60,False
2010-04-29,68,False
2010-04-30,75,False
2010-05-01,45,False
2010-05-02,78,False
2010-05-03,80,False
2010-05-04,69,False
2010-05-05,85,False
2010-05-06,70,False
2010-05-07,77,False
2010-05-08,75,False
2010-05-09,88,False
2010-05-10,82,False
2010-05-11,74,False
2010-05-12,78,False
2010-05-13,82,False
2010-05-14,69,False
2010-05-15,73,False
2010-05-16,72,False
2010-05-17,74,False
2010-05-18,79,False
2010-05-19,84,False
2010-05-20,66,False
2010-05-21,71,False
2010-05-22,72,False
2010-05-23,74,False
2010-05-24,59,False
2010-05-25,74,False
2010-05-26,72,False
2010-05-27,70,False
2010-05-28,64,False
2010-05-29,77,False
2010-05-30,97,False
2010-05-31,74,False
2010-06-01,80,False
2010-06-02,61,False
2010-06-03,66,False
2010-06-04,70,False
2010-06-05,72,False
2010-06-06,74,False
2010-06-07,75,False
2010-06-08,73,False
2010-06-09,72,False
2010-06-10,69,False
2010-06-11,66,False
2010-06-12,79,False
2010-06-13,91,False
2010-06-14,73,False
2010-06-15,66,False
2010-06-16,72,False
2010-06-17,55,False
2010-06-18,73,False
2010-06-19,66,False
2010-06-20,83,False
2010-06-21,74,False
2010-06-22,63,False
2010-06-23,54,False
2010-06-24,55,False
2010-06-25,61,False
2010-06-26,70,False
2010-06-27,74,False
2010-06-28,74,False
2010-06-29,73,False
2010-06-30,66,False
2010-07-01,61,False
2010-07-02,54,False
2010-07-03,55,False
2010-07-04,65,False
2010-07-05,77,False
2010-07-06,62,False
2010-07-07,51,False
2010-07-08,67,False
2010-07-09,62,False
2010-07-10,81,False
2010-07-11,54,False
2010-07-12,69,False
2010-07-13,59,False
2010-07-14,57,False
2010-07-15,61,False
2010-07-16,69,False
2010-07-17,61,False
2010-07-18,70,False
2010-07-19,70,False
2010-07-20,59,False
2010-07-21,74,False
2010-07-22,61,False
2010-07-23,69,False
2010-07-24,63,False
2010-07-25,76,False
2010-07-26,65,False
2010-07-27,66,False
2010-07-28,63,False
2010-07-29,77,False
2010-07-30,63,False
2010-07-31,74,False
2010-08-01,78,False
2010-08-02,79,False
2010-08-03,74,False
2010-08-04,60,False
2010-08-05,64,False
2010-08-06,55,False
2010-08-07,48,False
2010-08-08,69,False
2010-08-09,75,False
2010-08-10,62,False
2010-08-11,61,False
2010-08-12,56,False
2010-08-13,63,False
2010-08-14,59,False
2010-08-15,80,False
2010-08-16,67,False
2010-08-17,81,False
2010-08-18,64,False
2010-08-19,68,False
2010-08-20,66,False
2010-08-21,72,False
2010-08-22,70,False
2010-08-23,73,False
2010-08-24,75,False
2010-08-25,59,False
2010-08-26,50,False
2010-08-27,87,False
2010-08-28,61,False
2010-08-29,71,False
2010-08-30,71,False
2010-08-31,78,False
2010-09-01,63,False
2010-09-02,63,False
2010-09-03,68,False
2010-09-04,80,False
2010-09-05,80,False
2010-09-06,68,False
2010-09-07,69,False
2010-09-08,78,False
2010-09-09,82,False
2010-09-10,70,False
2010-09-11,65,False
2010-09-12,70,False
2010-09-13,84,False
2010-09-14,78,False
2010-09-15,67,False
2010-09-16,72,False
2010-09-17,63,False
2010-09-18,58,False
2010-09-19,100,False
2010-09-20,74,False
2010-09-21,56,False
2010-09-22,73,False
2010-09-23,83,False
2010-09-24,69,False
2010-09-25,78,False
2010-09-26,84,False
2010-09-27,79,False
2010-09-28,74,False
2010-09-29,78,False
2010-09-30,78,False
2010-10-01,67,False
2010-10-02,63,False
2010-10-03,77,False
2010-10-04,76,False
2010-10-05,82,False
2010-10-06,72,False
2010-10-07,68,False
2010-10-08,82,False
2010-10-09,79,False
2010-10-10,77,False
2010-10-11,81,False
2010-10-12,74,False
2010-10-13,69,False
2010-10-14,68,False
2010-10-15,73,False
2010-10-16,61,False
2010-10-17,75,False
2010-10-18,58,False
2010-10-19,81,False
2010-10-20,73,False
2010-10-21,85,False
2010-10-22,76,False
2010-10-23,86,False
2010-10-24,84,False
2010-10-25,88,False
2010-10-26,69,False
2010-10-27,73,False
2010-10-28,82,False
2010-10-29,66,False
2010-10-30,72,False
2010-10-31,81,False
2010-11-01,78,False
2010-11-02,81,False
2010-11-03,84,False
2010-11-04,78,False
2010-11-05,74,False
2010-11-06,84,False
2010-11-07,71,False
2010-11-08,84,False
2010-11-09,74,False
2010-11-10,72,False
2010-11-11,73,False
2010-11-12,78,False
2010-11-13,64,False
2010-11-14,77,False
2010-11-15,74,False
2010-11-16,72,False
2010-11-17,72,False
2010-11-18,73,False
2010-11-19,53,False
2010-11-20,65,False
2010-11-21,65,False
2010-11-22,85,False
2010-11-23,69,False
2010-11-24,64,False
2010-11-25,63,False
2010-11-26,54,False
2010-11-27,65,False
2010-11-28,78,False
2010-11-29,56,False
2010-11-30,63,False
2010-12-01,78,False
2010-12-02,48,False
2010-12-03,61,False
2010-12-04,67,False
2010-12-05,71,False
2010-12-06,60,False
2010-12-07,58,False
2010-12-08,65,False
2010-12-09,59,False
2010-12-10,61,False
2010-12-11,64,False
2010-12-12,62,False
2010-12-13,64,False
2010-12-14,57,False
2010-12-15,59,False
2010-12-16,78,False
2010-12-17,62,False
2010-12-18,53,False
2010-12-19,66,False
2010-12-20,82,False
2010-12-21,62,False
2010-12-22,72,False
2010-12-23,52,False
2010-12-24,51,False
2010-12-25,61,False
2010-12-26,72,False
2010-12-27,61,False
2010-12-28,60,False
2010-12-29,60,False
2010-12-30,50,False
2010-12-31,68,False
2011-01-01,63,False
2011-01-02,62,False
2011-01-03,66,False
2011-01-04,64,False
2011-01-05,73,False
2011-01-06,59,False
2011-01-07,70,False
2011-01-08,69,False
2011-01-09,80,False
2011-01-10,75,False
2011-01-11,74,False
2011-01-12,67,False
2011-01-13,63,False
2011-01-14,67,False
2011-01-15,64,False
2011-01-16,73,False
2011-01-17,86,False
2011-01-18,67,False
2011-01-19,72,False
2011-01-20,82,False
2011-01-21,56,False
2011-01-22,76,False
2011-01-23,65,False
2011-01-24,75,False
2011-01-25,66,False
2011-01-26,60,False
2011-01-27,68,False
2011-01-28,65,False
2011-01-29,73,False
2011-01-30,72,False
2011-01-31,70,False
2011-02-01,63,False
2011-02-02,75,False
2011-02-03,66,False
2011-02-04,56,False
2011-02-05,65,False
2011-02-06,77,False
2011-02-07,75,False
2011-02-08,74,False
2011-02-09,80,False
2011-02-10,70,False
2011-02-11,82,False
2011-02-12,82,False
2011-02-13,78,False
2011-02-14,88,False
2011-02-15,78,False
2011-02-16,77,False
2011-02-17,74,False
2011-02-18,76,False
2011-02-19,66,False
2011-02-20,75,False
2011-02-21,61,False
2011-02-22,65,False
2011-02-23,69,False
2011-02-24,62,False
2011-02-25,81,False
2011-02-26,58,False
2011-02-27,69,False
2011-02-28,73,False
2011-03-01,63,False
2011-03-02,74,False
2011-03-03,70,False
2011-03-04,70,False
2011-03-05,65,False
2011-03-06,76,False
2011-03-07,83,False
2011-03-08,70,False
2011-03-09,65,False
2011-03-10,71,False
2011-03-11,69,False
2011-03-12,60,False
2011-03-13,80,False
2011-03-14,85,False
2011-03-15,77,False
2011-03-16,76,False
2011-03-17,64,False
2011-03-18,71,False
2011-03-19,83,False
2011-03-20,84,False
2011-03-21,84,False
2011-03-22,65,False
2011-03-23,76,False
2011-03-24,76,False
2011-03-25,69,False
2011-03-26,63,False
2011-03-27,80,False
2011-03-28,70,False
2011-03-29,77,False
2011-03-30,78,False
2011-03-31,71,False
2011-04-01,74,False
2011-04-02,66,False
2011-04-03,79,False
2011-04-04,71,False
2011-04-05,75,False
2011-04-06,67,False
2011-04-07,82,False
2011-04-08,72,False
2011-04-09,57,False
2011-04-10,80,False
2011-04-11,82,False
2011-04-12,76,False
2011-04-13,79,False
2011-04-14,75,False
2011-04-15,79,False
2011-04-16,65,False
2011-04-17,77,False
2011-04-18,72,False
2011-04-19,87,False
2011-04-20,79,False
2011-04-21,76,False
2011-04-22,65,False
2011-04-23,83,False
2011-04-24,82,False
2011-04-25,78,False
2011-04-26,96,False
2011-04-27,80,False
2011-04-28,81,False
2011-04-29,65,False
2011-04-30,70,False
2011-05-01,80,False
2011-05-02,66,False
2011-05-03,82,False
2011-05-04,98,False
2011-05-05,86,False
2011-05-06,78,False
2011-05-07,61,False
2011-05-08,88,False
2011-05-09,73,False
2011-05-10,59,False
2011-05-11,80,False
2011-05-12,62,False
2011-05-13,83,False
2011-05-14,80,False
2011-05-15,87,False
2011-05-16,88,False
2011-05-17,69,False
2011-05-18,86,False
2011-05-19,92,False
2011-05-20,68,False
2011-05-21,78,False
2011-05-22,80,False
2011-05-23,70,False
2011-05-24,80,False
2011-05-25,71,False
2011-05-26,77,False
2011-05-27,82,False
2011-05-28,78,False
2011-05-29,76,False
2011-05-30,81,False
2011-05-31,78,False
2011-06-01,78,False
2011-06-02,75,False
2011-06-03,77,False
2011-06-04,69,False
2011-06-05,84,False
2011-06-06,72,False
2011-06-07,79,False
2011-06-08,74,False
2011-06-09,81,False
2011-06-10,79,False
2011-06-11,64,False
2011-06-12,69,False
2011-06-13,91,False
2011-06-14,100,False
2011-06-15,67,False
2011-06-16,69,False
2011-06-17,71,False
2011-06-18,67,False
2011-06-19,89,False
2011-06-20,61,False
2011-06-21,70,False
2011-06-22,71,False
2011-06-23,64,False
2011-06-24,77,False
2011-06-25,83,False
2011-06-26,83,False
2011-06-27,63,False
2011-06-28,75,False
2011-06-29,65,False
2011-06-30,67,False
2011-07-01,56,False
2011-07-02,60,False
2011-07-03,83,False
2011-07-04,79,False
2011-07-05,66,False
2011-07-06,67,False
2011-07-07,84,False
2011-07-08,74,False
2011-07-09,68,False
2011-07-10,84,False
2011-07-11,71,False
2011-07-12,65,False
2011-07-13,69,False
2011-07-14,80,False
2011-07-15,90,False
2011-07-16,59,False
2011-07-17,68,False
2011-07-18,81,False
2011-07-19,70,False
2011-07-20,73,False
2011-07-21,77,False
2011-07-22,77,False
2011-07-23,67,False
2011-07-24,83,False
2011-07-25,93,False
2011-07-26,74,False
2011-07-27,73,False
2011-07-28,74,False
2011-07-29,81,False
2011-07-30,66,False
2011-07-31,84,False
2011-08-01,81,False
2011-08-02,67,False
2011-08-03,98,False
